Time(s),VenaCava-Fentanyl-Concentration(ug/mL),Fentanyl-PlasmaConcentration(ug/L),Fentanyl-SystemicMassCleared(ug),Fentanyl-MassInBody(ug),Fentanyl-LeftKidneyTissue-PartitionCoefficient,Fentanyl-RightKidneyTissue-PartitionCoefficient,Fentanyl-BrainTissue-PartitionCoefficient,Fentanyl-RightLungTissue-PartitionCoefficient,Fentanyl-LeftLungTissue-PartitionCoefficient,Fentanyl-LiverTissue-PartitionCoefficient,Fentanyl-BoneTissue-PartitionCoefficient,Fentanyl-FatTissue-PartitionCoefficient,Fentanyl-SkinTissue-PartitionCoefficient,Fentanyl-MuscleTissue-PartitionCoefficient,Fentanyl-SpleenTissue-PartitionCoefficient,Fentanyl-GutTissue-PartitionCoefficient,Fentanyl-MyocardiumTissue-PartitionCoefficient,LiverTissueIntracellular-Fentanyl-MassCleared(ug),LeftKidneyTissueIntracellular-Fentanyl-MassCleared(ug),RightKidneyTissueIntracellular-Fentanyl-MassCleared(ug),LeftKidneyTissueIntracellular-Fentanyl-MassExcreted(ug),RightKidneyTissueIntracellular-Fentanyl-MassExcreted(ug),LiverTissueIntracellular-Fentanyl-MassExcreted(ug)
3245.02,0.001138703,2.637108,282.55,297.20,14.6507,14.6507,38.3256,3.5568,3.5568,24.0490,41.5477,65.4904,17.8303,14.9986,14.8743,30.1847,9.5838,0,0,0,0,0,0
3246.02,0.001138362,2.636413,282.57,297.18,14.6487,14.6487,38.3205,3.5564,3.5564,24.0458,41.5422,65.4817,17.8280,14.9966,14.8723,30.1807,9.5826,0,0,0,0,0,0
3247.02,0.001138062,2.636390,282.59,297.16,14.6451,14.6451,38.3110,3.5556,3.5556,24.0399,41.5319,65.4655,17.8236,14.9929,14.8687,30.1732,9.5803,0,0,0,0,0,0
3248.02,0.001137767,2.636145,282.62,297.14,14.6481,14.6481,38.3188,3.5562,3.5562,24.0447,41.5403,65.4788,17.8272,14.9959,14.8717,30.1793,9.5822,0,0,0,0,0,0
3249.02,0.001137490,2.635611,282.64,297.12,14.6525,14.6525,38.3305,3.5572,3.5572,24.0521,41.5530,65.4988,17.8325,15.0005,14.8761,30.1885,9.5850,0,0,0,0,0,0
3250.02,0.001137205,2.634603,282.66,297.09,14.6522,14.6522,38.3296,3.5572,3.5572,24.0515,41.5521,65.4973,17.8321,15.0002,14.8758,30.1878,9.5848,0,0,0,0,0,0
3251.02,0.001136921,2.633298,282.68,297.07,14.6462,14.6462,38.3137,3.5558,3.5558,24.0416,41.5348,65.4701,17.8248,14.9940,14.8697,30.1753,9.5809,0,0,0,0,0,0
3252.02,0.001136666,2.632769,282.70,297.05,14.6495,14.6495,38.3225,3.5565,3.5565,24.0471,41.5444,65.4851,17.8289,14.9974,14.8731,30.1822,9.5831,0,0,0,0,0,0
3253.02,0.001136370,2.632485,282.72,297.03,14.6522,14.6522,38.3296,3.5572,3.5572,24.0515,41.5521,65.4973,17.8321,15.0002,14.8758,30.1878,9.5848,0,0,0,0,0,0
3254.02,0.001136018,2.632043,282.74,297.01,14.6476,14.6476,38.3174,3.5561,3.5561,24.0439,41.5389,65.4764,17.8265,14.9954,14.8712,30.1782,9.5818,0,0,0,0,0,0
3255.02,0.001135658,2.631314,282.76,296.99,14.6449,14.6449,38.3104,3.5555,3.5555,24.0395,41.5312,65.4644,17.8233,14.9927,14.8685,30.1727,9.5801,0,0,0,0,0,0
3256.02,0.001135318,2.630386,282.78,296.96,14.6481,14.6481,38.3189,3.5562,3.5562,24.0448,41.5404,65.4789,17.8272,14.9960,14.8717,30.1794,9.5822,0,0,0,0,0,0
3257.02,0.001135016,2.629298,282.80,296.94,14.6519,14.6519,38.3289,3.5571,3.5571,24.0511,41.5513,65.4960,17.8318,14.9999,14.8755,30.1872,9.5846,0,0,0,0,0,0
3258.02,0.001134798,2.629215,282.82,296.92,14.6462,14.6462,38.3137,3.5558,3.5558,24.0416,41.5348,65.4701,17.8248,14.9940,14.8697,30.1753,9.5809,0,0,0,0,0,0
3259.02,0.001134582,2.628981,282.84,296.90,14.6458,14.6458,38.3129,3.5557,3.5557,24.0410,41.5339,65.4686,17.8244,14.9936,14.8694,30.1747,9.5807,0,0,0,0,0,0
3260.02,0.001134326,2.628363,282.86,296.88,14.6498,14.6498,38.3233,3.5566,3.5566,24.0476,41.5452,65.4865,17.8292,14.9977,14.8734,30.1829,9.5833,0,0,0,0,0,0
3261.02,0.001134000,2.627443,282.88,296.86,14.6520,14.6520,38.3291,3.5571,3.5571,24.0512,41.5515,65.4964,17.8319,15.0000,14.8756,30.1874,9.5847,0,0,0,0,0,0
3262.02,0.001133616,2.626237,282.90,296.83,14.6472,14.6472,38.3164,3.5560,3.5560,24.0433,41.5378,65.4747,17.8261,14.9950,14.8708,30.1775,9.5816,0,0,0,0,0,0
3263.02,0.001133254,2.625160,282.92,296.81,14.6470,14.6470,38.3159,3.5560,3.5560,24.0429,41.5372,65.4738,17.8258,14.9948,14.8706,30.1770,9.5815,0,0,0,0,0,0
3264.02,0.001132976,2.624931,282.94,296.79,14.6524,14.6524,38.3302,3.5572,3.5572,24.0519,41.5527,65.4983,17.8324,15.0004,14.8760,30.1883,9.5849,0,0,0,0,0,0
3265.02,0.001132694,2.624767,282.96,296.77,14.6510,14.6510,38.3266,3.5569,3.5569,24.0496,41.5488,65.4922,17.8307,14.9990,14.8747,30.1854,9.5841,0,0,0,0,0,0
3266.02,0.001132412,2.624477,282.99,296.75,14.6457,14.6457,38.3126,3.5557,3.5557,24.0409,41.5336,65.4682,17.8243,14.9935,14.8693,30.1745,9.5806,0,0,0,0,0,0
3267.02,0.001132130,2.623612,283.01,296.73,14.6460,14.6460,38.3133,3.5558,3.5558,24.0413,41.5344,65.4693,17.8246,14.9938,14.8696,30.1750,9.5808,0,0,0,0,0,0
3268.02,0.001131810,2.622287,283.03,296.70,14.6500,14.6500,38.3239,3.5567,3.5567,24.0480,41.5459,65.4876,17.8295,14.9980,14.8736,30.1834,9.5834,0,0,0,0,0,0
3269.02,0.001131485,2.621225,283.05,296.68,14.6482,14.6482,38.3192,3.5563,3.5563,24.0450,41.5407,65.4794,17.8273,14.9961,14.8718,30.1796,9.5822,0,0,0,0,0,0
3270.02,0.001131188,2.620924,283.07,296.66,14.6447,14.6447,38.3098,3.5555,3.5555,24.0391,41.5306,65.4634,17.8231,14.9924,14.8682,30.1723,9.5800,0,0,0,0,0,0
3271.02,0.001130905,2.620884,283.09,296.64,14.6481,14.6481,38.3189,3.5562,3.5562,24.0448,41.5404,65.4789,17.8272,14.9960,14.8717,30.1794,9.5822,0,0,0,0,0,0
3272.02,0.001130618,2.620418,283.11,296.62,14.6521,14.6521,38.3293,3.5571,3.5571,24.0513,41.5518,65.4968,17.8320,15.0001,14.8757,30.1876,9.5847,0,0,0,0,0,0
3273.02,0.001130309,2.619493,283.13,296.60,14.6498,14.6498,38.3233,3.5566,3.5566,24.0476,41.5453,65.4865,17.8292,14.9977,14.8734,30.1829,9.5833,0,0,0,0,0,0
3274.02,0.001129961,2.618270,283.15,296.57,14.6448,14.6448,38.3100,3.5555,3.5555,24.0392,41.5308,65.4637,17.8231,14.9925,14.8683,30.1724,9.5800,0,0,0,0,0,0
3275.02,0.001129661,2.617403,283.17,296.55,14.6488,14.6488,38.3207,3.5564,3.5564,24.0460,41.5424,65.4821,17.8281,14.9967,14.8724,30.1808,9.5826,0,0,0,0,0,0
3276.02,0.001129418,2.617248,283.19,296.53,14.6512,14.6512,38.3271,3.5569,3.5569,24.0499,41.5493,65.4929,17.8309,14.9992,14.8748,30.1858,9.5842,0,0,0,0,0,0
3277.02,0.001129156,2.616949,283.21,296.51,14.6457,14.6457,38.3125,3.5557,3.5557,24.0408,41.5335,65.4680,17.8243,14.9935,14.8693,30.1744,9.5806,0,0,0,0,0,0
3278.02,0.001128861,2.616432,283.23,296.49,14.6439,14.6439,38.3076,3.5553,3.5553,24.0378,41.5282,65.4597,17.8221,14.9916,14.8674,30.1706,9.5794,0,0,0,0,0,0
3279.02,0.001128543,2.615586,283.25,296.47,14.6474,14.6474,38.3170,3.5561,3.5561,24.0436,41.5383,65.4756,17.8263,14.9952,14.8710,30.1779,9.5817,0,0,0,0,0,0
3280.02,0.001128194,2.614279,283.27,296.44,14.6507,14.6507,38.3258,3.5568,3.5568,24.0491,41.5479,65.4907,17.8304,14.9987,14.8743,30.1848,9.5839,0,0,0,0,0,0
3281.02,0.001127907,2.613585,283.29,296.42,14.6442,14.6442,38.3086,3.5554,3.5554,24.0384,41.5293,65.4613,17.8225,14.9920,14.8678,30.1713,9.5797,0,0,0,0,0,0
3282.02,0.001127684,2.613364,283.31,296.40,14.6446,14.6446,38.3096,3.5554,3.5554,24.0390,41.5304,65.4631,17.8230,14.9924,14.8682,30.1722,9.5799,0,0,0,0,0,0
3283.02,0.001127434,2.613077,283.33,296.38,14.6490,14.6490,38.3213,3.5564,3.5564,24.0463,41.5431,65.4831,17.8283,14.9969,14.8726,30.1813,9.5828,0,0,0,0,0,0
3284.02,0.001127131,2.612513,283.35,296.36,14.6501,14.6501,38.3241,3.5567,3.5567,24.0481,41.5461,65.4878,17.8296,14.9980,14.8737,30.1835,9.5835,0,0,0,0,0,0
3285.02,0.001126795,2.611629,283.37,296.34,14.6445,14.6445,38.3092,3.5554,3.5554,24.0388,41.5300,65.4624,17.8228,14.9922,14.8680,30.1718,9.5798,0,0,0,0,0,0
3286.02,0.001126447,2.610438,283.39,296.32,14.6432,14.6432,38.3058,3.5551,3.5551,24.0366,41.5262,65.4565,17.8212,14.9909,14.8667,30.1691,9.5790,0,0,0,0,0,0
3287.02,0.001126156,2.609612,283.41,296.29,14.6492,14.6492,38.3219,3.5565,3.5565,24.0467,41.5437,65.4840,17.8286,14.9971,14.8728,30.1817,9.5829,0,0,0,0,0,0
3288.02,0.001125922,2.609484,283.44,296.27,14.6462,14.6462,38.3138,3.5558,3.5558,24.0416,41.5349,65.4702,17.8249,14.9940,14.8698,30.1754,9.5809,0,0,0,0,0,0
3289.02,0.001125678,2.609240,283.46,296.25,14.6420,14.6420,38.3027,3.5549,3.5549,24.0347,41.5229,65.4512,17.8198,14.9897,14.8655,30.1667,9.5782,0,0,0,0,0,0
3290.02,0.001125406,2.608733,283.48,296.23,14.6440,14.6440,38.3081,3.5553,3.5553,24.0381,41.5288,65.4605,17.8223,14.9918,14.8676,30.1709,9.5795,0,0,0,0,0,0
3291.02,0.001125100,2.607870,283.50,296.21,14.6485,14.6485,38.3198,3.5563,3.5563,24.0454,41.5414,65.4805,17.8276,14.9963,14.8721,30.1801,9.5824,0,0,0,0,0,0
3292.02,0.001124751,2.606631,283.52,296.19,14.6489,14.6489,38.3208,3.5564,3.5564,24.0460,41.5426,65.4823,17.8281,14.9968,14.8725,30.1809,9.5827,0,0,0,0,0,0
3293.02,0.001124435,2.605619,283.54,296.17,14.6426,14.6426,38.3042,3.5550,3.5550,24.0356,41.5245,65.4538,17.8205,14.9903,14.8661,30.1679,9.5786,0,0,0,0,0,0
3294.02,0.001124176,2.605392,283.56,296.14,14.6461,14.6461,38.3134,3.5558,3.5558,24.0414,41.5345,65.4696,17.8247,14.9939,14.8696,30.1751,9.5808,0,0,0,0,0,0
3295.02,0.001123923,2.605360,283.58,296.12,14.6489,14.6489,38.3209,3.5564,3.5564,24.0461,41.5427,65.4824,17.8281,14.9968,14.8725,30.1810,9.5827,0,0,0,0,0,0
3296.02,0.001123654,2.604945,283.60,296.10,14.6446,14.6446,38.3095,3.5554,3.5554,24.0389,41.5303,65.4629,17.8229,14.9923,14.8681,30.1720,9.5799,0,0,0,0,0,0
3297.02,0.001123377,2.604110,283.62,296.08,14.6411,14.6411,38.3004,3.5547,3.5547,24.0332,41.5204,65.4473,17.8187,14.9888,14.8646,30.1649,9.5777,0,0,0,0,0,0
3298.02,0.001123067,2.602902,283.64,296.06,14.6438,14.6438,38.3075,3.5553,3.5553,24.0377,41.5281,65.4594,17.8220,14.9915,14.8674,30.1705,9.5794,0,0,0,0,0,0
3299.02,0.001122767,2.601896,283.66,296.04,14.6481,14.6481,38.3188,3.5562,3.5562,24.0448,41.5404,65.4788,17.8272,14.9960,14.8717,30.1793,9.5822,0,0,0,0,0,0
3300.02,0.001122491,2.601591,283.68,296.01,14.6426,14.6426,38.3044,3.5550,3.5550,24.0357,41.5247,65.4541,17.8206,14.9903,14.8662,30.1680,9.5786,0,0,0,0,0,0
3301.02,0.001122205,2.601401,283.70,295.99,14.6423,14.6423,38.3034,3.5549,3.5549,24.0351,41.5237,65.4525,17.8201,14.9900,14.8658,30.1673,9.5784,0,0,0,0,0,0
3302.02,0.001121907,2.600879,283.72,295.97,14.6463,14.6463,38.3141,3.5558,3.5558,24.0418,41.5352,65.4707,17.8250,14.9941,14.8699,30.1756,9.5810,0,0,0,0,0,0
3303.02,0.001121588,2.600084,283.74,295.95,14.6487,14.6487,38.3203,3.5564,3.5564,24.0457,41.5420,65.4814,17.8279,14.9965,14.8723,30.1805,9.5825,0,0,0,0,0,0
3304.02,0.001121242,2.598941,283.76,295.93,14.6439,14.6439,38.3079,3.5553,3.5553,24.0379,41.5285,65.4601,17.8222,14.9917,14.8675,30.1707,9.5795,0,0,0,0,0,0
3305.02,0.001120943,2.598047,283.78,295.91,14.6437,14.6437,38.3071,3.5552,3.5552,24.0375,41.5277,65.4588,17.8218,14.9914,14.8672,30.1702,9.5793,0,0,0,0,0,0
3306.02,0.001120725,2.597904,283.80,295.89,14.6489,14.6489,38.3209,3.5564,3.5564,24.0461,41.5426,65.4824,17.8281,14.9968,14.8725,30.1810,9.5827,0,0,0,0,0,0
3307.02,0.001120492,2.597626,283.82,295.86,14.6478,14.6478,38.3181,3.5562,3.5562,24.0443,41.5396,65.4776,17.8268,14.9957,14.8714,30.1788,9.5820,0,0,0,0,0,0
3308.02,0.001120205,2.597138,283.84,295.84,14.6425,14.6425,38.3040,3.5550,3.5550,24.0355,41.5243,65.4535,17.8204,14.9902,14.8660,30.1677,9.5785,0,0,0,0,0,0
3309.02,0.001119891,2.596374,283.86,295.82,14.6428,14.6428,38.3049,3.5550,3.5550,24.0361,41.5253,65.4550,17.8208,14.9905,14.8664,30.1684,9.5788,0,0,0,0,0,0
3310.02,0.001119550,2.595216,283.88,295.80,14.6470,14.6470,38.3159,3.5560,3.5560,24.0429,41.5372,65.4738,17.8258,14.9948,14.8706,30.1770,9.5814,0,0,0,0,0,0
3311.02,0.001119219,2.594108,283.90,295.78,14.6457,14.6457,38.3126,3.5557,3.5557,24.0409,41.5336,65.4682,17.8243,14.9935,14.8693,30.1745,9.5806,0,0,0,0,0,0
3312.02,0.001118940,2.593793,283.92,295.76,14.6420,14.6420,38.3027,3.5549,3.5549,24.0347,41.5229,65.4512,17.8198,14.9897,14.8655,30.1667,9.5782,0,0,0,0,0,0
3313.02,0.001118669,2.593614,283.94,295.74,14.6455,14.6455,38.3120,3.5557,3.5557,24.0405,41.5330,65.4672,17.8241,14.9933,14.8691,30.1740,9.5805,0,0,0,0,0,0
3314.02,0.001118373,2.593096,283.96,295.72,14.6496,14.6496,38.3228,3.5566,3.5566,24.0472,41.5446,65.4856,17.8290,14.9975,14.8732,30.1824,9.5831,0,0,0,0,0,0
3315.02,0.001118049,2.592358,283.98,295.69,14.6472,14.6472,38.3165,3.5560,3.5560,24.0433,41.5379,65.4749,17.8261,14.9951,14.8708,30.1776,9.5816,0,0,0,0,0,0
3316.02,0.001117707,2.591289,284.00,295.67,14.6425,14.6425,38.3040,3.5550,3.5550,24.0355,41.5243,65.4534,17.8204,14.9902,14.8660,30.1677,9.5785,0,0,0,0,0,0
3317.02,0.001117386,2.590136,284.02,295.65,14.6461,14.6461,38.3135,3.5558,3.5558,24.0414,41.5345,65.4696,17.8247,14.9939,14.8696,30.1751,9.5809,0,0,0,0,0,0
3318.02,0.001117124,2.589727,284.04,295.63,14.6493,14.6493,38.3221,3.5565,3.5565,24.0468,41.5440,65.4845,17.8287,14.9973,14.8730,30.1819,9.5830,0,0,0,0,0,0
3319.02,0.001116852,2.589484,284.06,295.61,14.6440,14.6440,38.3079,3.5553,3.5553,24.0379,41.5285,65.4602,17.8222,14.9917,14.8675,30.1708,9.5795,0,0,0,0,0,0
3320.02,0.001116555,2.589187,284.08,295.59,14.6425,14.6425,38.3040,3.5550,3.5550,24.0355,41.5243,65.4535,17.8204,14.9902,14.8660,30.1677,9.5786,0,0,0,0,0,0
3321.02,0.001116257,2.588489,284.10,295.57,14.6462,14.6462,38.3139,3.5558,3.5558,24.0417,41.5350,65.4703,17.8249,14.9940,14.8698,30.1755,9.5810,0,0,0,0,0,0
3322.02,0.001115935,2.587435,284.13,295.54,14.6497,14.6497,38.3230,3.5566,3.5566,24.0474,41.5449,65.4860,17.8291,14.9976,14.8733,30.1826,9.5832,0,0,0,0,0,0
3323.02,0.001115601,2.586231,284.15,295.52,14.6444,14.6444,38.3091,3.5554,3.5554,24.0387,41.5299,65.4623,17.8227,14.9922,14.8680,30.1717,9.5798,0,0,0,0,0,0
3324.02,0.001115338,2.585740,284.17,295.50,14.6439,14.6439,38.3079,3.5553,3.5553,24.0379,41.5285,65.4601,17.8222,14.9917,14.8675,30.1708,9.5795,0,0,0,0,0,0
3325.02,0.001115091,2.585630,284.19,295.48,14.6487,14.6487,38.3205,3.5564,3.5564,24.0458,41.5421,65.4816,17.8279,14.9966,14.8723,30.1806,9.5826,0,0,0,0,0,0
3326.02,0.001114806,2.585268,284.21,295.46,14.6494,14.6494,38.3222,3.5565,3.5565,24.0469,41.5441,65.4846,17.8287,14.9973,14.8730,30.1820,9.5830,0,0,0,0,0,0
3327.02,0.001114498,2.584594,284.23,295.44,14.6438,14.6438,38.3074,3.5553,3.5553,24.0376,41.5280,65.4593,17.8219,14.9915,14.8673,30.1704,9.5794,0,0,0,0,0,0
3328.02,0.001114178,2.583723,284.25,295.42,14.6429,14.6429,38.3051,3.5551,3.5551,24.0362,41.5254,65.4553,17.8209,14.9906,14.8664,30.1686,9.5788,0,0,0,0,0,0
3329.02,0.001113855,2.582498,284.27,295.40,14.6477,14.6477,38.3177,3.5561,3.5561,24.0440,41.5391,65.4769,17.8266,14.9955,14.8712,30.1784,9.5819,0,0,0,0,0,0
3330.02,0.001113584,2.581878,284.29,295.37,14.6461,14.6461,38.3137,3.5558,3.5558,24.0415,41.5348,65.4700,17.8248,14.9939,14.8697,30.1753,9.5809,0,0,0,0,0,0
3331.02,0.001113328,2.581730,284.31,295.35,14.6423,14.6423,38.3035,3.5549,3.5549,24.0352,41.5237,65.4525,17.8202,14.9900,14.8658,30.1673,9.5784,0,0,0,0,0,0
3332.02,0.001113054,2.581468,284.33,295.33,14.6451,14.6451,38.3110,3.5556,3.5556,24.0398,41.5318,65.4654,17.8236,14.9929,14.8687,30.1732,9.5802,0,0,0,0,0,0
3333.02,0.001112765,2.580869,284.35,295.31,14.6497,14.6497,38.3230,3.5566,3.5566,24.0474,41.5449,65.4860,17.8291,14.9976,14.8733,30.1826,9.5832,0,0,0,0,0,0
3334.02,0.001112444,2.579917,284.37,295.29,14.6495,14.6495,38.3225,3.5565,3.5565,24.0471,41.5443,65.4851,17.8288,14.9974,14.8731,30.1822,9.5831,0,0,0,0,0,0
3335.02,0.001112103,2.578694,284.39,295.27,14.6439,14.6439,38.3078,3.5553,3.5553,24.0379,41.5285,65.4600,17.8222,14.9917,14.8675,30.1707,9.5795,0,0,0,0,0,0
3336.02,0.001111828,2.578023,284.41,295.25,14.6470,14.6470,38.3160,3.5560,3.5560,24.0430,41.5373,65.4740,17.8259,14.9949,14.8706,30.1771,9.5815,0,0,0,0,0,0
3337.02,0.001111581,2.577800,284.43,295.23,14.6501,14.6501,38.3243,3.5567,3.5567,24.0482,41.5463,65.4881,17.8297,14.9981,14.8738,30.1836,9.5835,0,0,0,0,0,0
3338.02,0.001111297,2.577523,284.45,295.20,14.6455,14.6455,38.3119,3.5556,3.5556,24.0404,41.5329,65.4670,17.8240,14.9933,14.8690,30.1739,9.5805,0,0,0,0,0,0
3339.02,0.001110999,2.577022,284.47,295.18,14.6430,14.6430,38.3053,3.5551,3.5551,24.0363,41.5257,65.4557,17.8210,14.9907,14.8665,30.1687,9.5789,0,0,0,0,0,0
3340.02,0.001110694,2.576171,284.49,295.16,14.6463,14.6463,38.3142,3.5558,3.5558,24.0419,41.5353,65.4709,17.8251,14.9942,14.8699,30.1757,9.5810,0,0,0,0,0,0
3341.02,0.001110365,2.574910,284.51,295.14,14.6506,14.6506,38.3254,3.5568,3.5568,24.0489,41.5475,65.4902,17.8302,14.9985,14.8742,30.1845,9.5838,0,0,0,0,0,0
3342.02,0.001110067,2.574066,284.53,295.12,14.6454,14.6454,38.3118,3.5556,3.5556,24.0404,41.5328,65.4669,17.8240,14.9932,14.8690,30.1739,9.5805,0,0,0,0,0,0
3343.02,0.001109809,2.573871,284.55,295.10,14.6448,14.6448,38.3101,3.5555,3.5555,24.0393,41.5310,65.4640,17.8232,14.9926,14.8684,30.1725,9.5800,0,0,0,0,0,0
3344.02,0.001109540,2.573644,284.57,295.08,14.6490,14.6490,38.3213,3.5564,3.5564,24.0463,41.5431,65.4831,17.8283,14.9969,14.8726,30.1813,9.5828,0,0,0,0,0,0
3345.02,0.001109244,2.573118,284.59,295.06,14.6509,14.6509,38.3262,3.5569,3.5569,24.0494,41.5483,65.4914,17.8305,14.9988,14.8745,30.1851,9.5840,0,0,0,0,0,0
3346.02,0.001108924,2.572304,284.61,295.03,14.6457,14.6457,38.3126,3.5557,3.5557,24.0409,41.5336,65.4682,17.8243,14.9935,14.8693,30.1744,9.5806,0,0,0,0,0,0
3347.02,0.001108592,2.571159,284.63,295.01,14.6439,14.6439,38.3078,3.5553,3.5553,24.0378,41.5284,65.4599,17.8221,14.9916,14.8675,30.1707,9.5795,0,0,0,0,0,0
3348.02,0.001108302,2.570214,284.65,294.99,14.6503,14.6503,38.3248,3.5567,3.5567,24.0485,41.5468,65.4890,17.8299,14.9983,14.8740,30.1840,9.5836,0,0,0,0,0,0
3349.02,0.001108045,2.569891,284.67,294.97,14.6490,14.6490,38.3213,3.5564,3.5564,24.0463,41.5431,65.4831,17.8283,14.9969,14.8726,30.1813,9.5828,0,0,0,0,0,0
3350.02,0.001107766,2.569698,284.69,294.95,14.6444,14.6444,38.3091,3.5554,3.5554,24.0387,41.5298,65.4621,17.8227,14.9922,14.8680,30.1717,9.5798,0,0,0,0,0,0
3351.02,0.001107474,2.569280,284.71,294.93,14.6459,14.6459,38.3130,3.5557,3.5557,24.0411,41.5341,65.4689,17.8245,14.9937,14.8695,30.1748,9.5807,0,0,0,0,0,0
3352.02,0.001107171,2.568499,284.73,294.91,14.6504,14.6504,38.3248,3.5567,3.5567,24.0485,41.5469,65.4891,17.8299,14.9983,14.8740,30.1841,9.5836,0,0,0,0,0,0
3353.02,0.001106837,2.567335,284.75,294.89,14.6516,14.6516,38.3282,3.5570,3.5570,24.0507,41.5506,65.4949,17.8315,14.9996,14.8753,30.1867,9.5845,0,0,0,0,0,0
3354.02,0.001106519,2.566300,284.77,294.86,14.6454,14.6454,38.3118,3.5556,3.5556,24.0404,41.5328,65.4668,17.8240,14.9932,14.8690,30.1738,9.5804,0,0,0,0,0,0
3355.02,0.001106266,2.565993,284.79,294.84,14.6486,14.6486,38.3202,3.5564,3.5564,24.0456,41.5419,65.4812,17.8278,14.9965,14.8722,30.1804,9.5825,0,0,0,0,0,0
3356.02,0.001106007,2.565783,284.81,294.82,14.6522,14.6522,38.3298,3.5572,3.5572,24.0516,41.5523,65.4976,17.8322,15.0002,14.8759,30.1879,9.5848,0,0,0,0,0,0
3357.02,0.001105708,2.565351,284.83,294.80,14.6487,14.6487,38.3204,3.5564,3.5564,24.0457,41.5421,65.4815,17.8279,14.9966,14.8723,30.1806,9.5825,0,0,0,0,0,0
3358.02,0.001105397,2.564663,284.85,294.78,14.6448,14.6448,38.3102,3.5555,3.5555,24.0393,41.5310,65.4640,17.8232,14.9926,14.8684,30.1726,9.5801,0,0,0,0,0,0
3359.02,0.001105078,2.563614,284.87,294.76,14.6471,14.6471,38.3163,3.5560,3.5560,24.0432,41.5376,65.4745,17.8260,14.9950,14.8707,30.1773,9.5815,0,0,0,0,0,0
3360.02,0.001104764,2.562441,284.89,294.74,14.6520,14.6520,38.3292,3.5571,3.5571,24.0513,41.5516,65.4966,17.8319,15.0000,14.8757,30.1875,9.5847,0,0,0,0,0,0
3361.02,0.001104496,2.562004,284.91,294.72,14.6472,14.6472,38.3164,3.5560,3.5560,24.0432,41.5377,65.4746,17.8261,14.9950,14.8707,30.1774,9.5816,0,0,0,0,0,0
3362.02,0.001104230,2.561866,284.93,294.70,14.6461,14.6461,38.3134,3.5558,3.5558,24.0414,41.5345,65.4696,17.8247,14.9939,14.8696,30.1751,9.5809,0,0,0,0,0,0
3363.02,0.001103945,2.561506,284.95,294.67,14.6500,14.6500,38.3238,3.5567,3.5567,24.0479,41.5458,65.4874,17.8295,14.9979,14.8736,30.1833,9.5834,0,0,0,0,0,0
3364.02,0.001103643,2.560804,284.97,294.65,14.6528,14.6528,38.3313,3.5573,3.5573,24.0526,41.5539,65.5003,17.8329,15.0008,14.8765,30.1892,9.5852,0,0,0,0,0,0
3365.02,0.001103314,2.559784,284.99,294.63,14.6486,14.6486,38.3202,3.5563,3.5563,24.0456,41.5419,65.4812,17.8278,14.9965,14.8722,30.1804,9.5825,0,0,0,0,0,0
3366.02,0.001102990,2.558624,285.01,294.61,14.6468,14.6468,38.3154,3.5559,3.5559,24.0426,41.5366,65.4729,17.8256,14.9946,14.8704,30.1766,9.5813,0,0,0,0,0,0
3367.02,0.001102735,2.558132,285.03,294.59,14.6525,14.6525,38.3306,3.5572,3.5572,24.0521,41.5531,65.4989,17.8325,15.0005,14.8762,30.1885,9.5850,0,0,0,0,0,0
3368.02,0.001102479,2.557918,285.05,294.57,14.6526,14.6526,38.3308,3.5573,3.5573,24.0522,41.5533,65.4992,17.8326,15.0006,14.8762,30.1887,9.5851,0,0,0,0,0,0
3369.02,0.001102182,2.557587,285.07,294.55,14.6472,14.6472,38.3164,3.5560,3.5560,24.0432,41.5377,65.4747,17.8261,14.9950,14.8708,30.1774,9.5816,0,0,0,0,0,0
3370.02,0.001101880,2.556997,285.09,294.53,14.6471,14.6471,38.3162,3.5560,3.5560,24.0431,41.5376,65.4744,17.8260,14.9950,14.8707,30.1773,9.5815,0,0,0,0,0,0
3371.02,0.001101567,2.556029,285.11,294.51,14.6511,14.6511,38.3269,3.5569,3.5569,24.0498,41.5491,65.4927,17.8309,14.9991,14.8748,30.1857,9.5841,0,0,0,0,0,0
3372.02,0.001101236,2.554762,285.13,294.49,14.6519,14.6519,38.3288,3.5571,3.5571,24.0510,41.5512,65.4960,17.8318,14.9999,14.8755,30.1872,9.5846,0,0,0,0,0,0
3373.02,0.001100961,2.554195,285.15,294.46,14.6465,14.6465,38.3147,3.5559,3.5559,24.0422,41.5359,65.4718,17.8253,14.9944,14.8701,30.1761,9.5812,0,0,0,0,0,0
3374.02,0.001100714,2.554051,285.17,294.44,14.6496,14.6496,38.3229,3.5566,3.5566,24.0473,41.5448,65.4858,17.8290,14.9975,14.8732,30.1825,9.5832,0,0,0,0,0,0
3375.02,0.001100442,2.553735,285.19,294.42,14.6539,14.6539,38.3341,3.5575,3.5575,24.0543,41.5569,65.5049,17.8341,15.0019,14.8775,30.1913,9.5859,0,0,0,0,0,0
3376.02,0.001100140,2.553128,285.21,294.40,14.6522,14.6522,38.3298,3.5572,3.5572,24.0516,41.5523,65.4976,17.8322,15.0002,14.8759,30.1880,9.5849,0,0,0,0,0,0
