Time(s),AorticWallStrain,Afferent_AorticBaroreceptor,PleuralPressure,Test_FilteredCVP,Test_CentralSignal,MeanLungVolume,MuscleAutoregulation,Afferent_Baroreceptor,Afferent_Chemoreceptor,Afferent_PulmonaryStretch,Ursino_SympatheticNode,Ursino_SympatheticPeripheral,Afferent_Strain,Ursino_Parasympathetic,HypoxiaThreshold_Heart,HypoxiaThreshold_Peripheral,HypocapniaThreshold_Heart,HypocapniaThreshold_Peripheral,BaroreceptorOperatingPoint,SympatheticFatigue,HeartRateMod_Sympathetic,HeartRateMod_Vagal,ResistanceScale_Muscle,ResistanceScale_Splanchnic,ResistanceScale_Extrasplanchnic,ResistanceScale_Myocardium,Resistance_TotalPeripheral(mmHg_s_Per_mL),ElastanceScale,ComplianceScale,ComplianceModifier,VenaCava_Volume(mL),InsulinSynthesisRate(pmol/min)
31.02,0.0439175,27.39,-4.19141,8.15852,9.96465,2.6933,0,25.3129,3.53553,11.9552,4.4671,4.02711,0.0423839,3.73547,0.47997,1.80178e-14,0.00255005,0.00255005,114.022,0,-0.231168,0.578416,1.00083,1.00032,1.00083,0.999923,0.937345,1.00516,0.999777,-0.0997321,1088.32,132
31.04,0.0439176,27.391,-4.19339,8.15846,9.96455,2.69523,0,25.3129,3.53552,11.9542,4.46702,4.02711,0.042384,3.73566,0.479981,1.80181e-14,0.00254056,0.00254056,114.022,0,-0.231169,0.578433,1.00084,1.00032,1.00084,0.999924,0.937345,1.00516,0.999776,-0.0997323,1090.29,132
31.06,0.0439177,27.3921,-4.19543,8.15841,9.96449,2.69723,0,25.3129,3.53552,11.9533,4.46693,4.02709,0.042384,3.73584,0.479991,1.80184e-14,0.00253104,0.00253104,114.022,0,-0.231171,0.57845,1.00084,1.00032,1.00084,0.999924,0.937345,1.00516,0.999776,-0.0997325,1092.26,132
31.08,0.0439178,27.3932,-4.19752,8.1584,9.96447,2.69931,0,25.3129,3.53551,11.9526,4.46683,4.02706,0.042384,3.73601,0.480001,1.80186e-14,0.00252152,0.00252152,114.022,0,-0.231172,0.578467,1.00084,1.00033,1.00084,0.999924,0.937345,1.00516,0.999776,-0.0997328,1094.24,132
31.10,0.0439179,27.3943,-4.19965,8.15841,9.96448,2.70146,0,25.3129,3.5355,11.9519,4.46672,4.02702,0.042384,3.73617,0.480011,1.80189e-14,0.002512,0.002512,114.022,0,-0.231174,0.578484,1.00085,1.00033,1.00085,0.999923,0.937345,1.00516,0.999776,-0.099733,1096.22,132
31.12,0.043918,27.3954,-4.20184,8.15844,9.96453,2.70368,0,25.3129,3.53549,11.9513,4.4666,4.02697,0.042384,3.73633,0.480022,1.80191e-14,0.00250247,0.00250247,114.022,0,-0.231175,0.578501,1.00085,1.00033,1.00085,0.999921,0.937345,1.00517,0.999775,-0.0997332,1098.2,132
31.14,0.0439182,27.3965,-4.20407,8.1585,9.96462,2.70596,0,25.3129,3.53549,11.9509,4.46647,4.0269,0.0423841,3.73648,0.480032,1.80194e-14,0.00249295,0.00249295,114.022,0,-0.231176,0.578518,1.00086,1.00033,1.00086,0.999919,0.937345,1.00517,0.999775,-0.0997334,1100.18,132
31.16,0.0439183,27.3977,-4.20635,8.15859,9.96475,2.70831,0,25.3129,3.53548,11.9506,4.46633,4.02683,0.0423841,3.73661,0.480042,1.80197e-14,0.00248343,0.00248343,114.022,0,-0.231177,0.578536,1.00086,1.00033,1.00086,0.999917,0.937345,1.00517,0.999775,-0.0997336,1102.16,132
31.18,0.0439185,27.3989,-4.20867,8.1587,9.96491,2.71072,0,25.3129,3.53547,11.9503,4.46618,4.02673,0.0423841,3.73674,0.480052,1.80199e-14,0.00247392,0.00247392,114.022,0,-0.231178,0.578553,1.00086,1.00033,1.00086,0.999915,0.937345,1.00517,0.999775,-0.0997338,1104.13,132
31.20,0.0439187,27.4001,-4.21104,8.15884,9.96511,2.71319,0,25.3129,3.53546,11.9502,4.46602,4.02663,0.0423841,3.73686,0.480063,1.80202e-14,0.00246442,0.00246442,114.022,0,-0.231179,0.578571,1.00087,1.00033,1.00087,0.999913,0.937345,1.00517,0.999774,-0.099734,1106.1,132
31.22,0.0439189,27.4013,-4.21345,8.15901,9.96535,2.71573,0,25.3129,3.53546,11.9502,4.46585,4.02651,0.0423841,3.73697,0.480073,1.80204e-14,0.00245494,0.00245494,114.022,0,-0.23118,0.578588,1.00087,1.00034,1.00087,0.99991,0.937345,1.00517,0.999774,-0.0997342,1108.06,132
31.24,0.0439191,27.4026,-4.2159,8.1592,9.96563,2.71831,0,25.3129,3.53545,11.9503,4.46567,4.02638,0.0423841,3.73707,0.480083,1.80207e-14,0.00244548,0.00244548,114.022,0,-0.23118,0.578605,1.00088,1.00034,1.00088,0.999908,0.937345,1.00517,0.999774,-0.0997344,1110.01,132
31.26,0.0439193,27.4038,-4.2184,8.15941,9.96595,2.72096,0,25.3129,3.53544,11.9505,4.46547,4.02624,0.0423842,3.73715,0.480093,1.80209e-14,0.00243603,0.00243603,114.022,0,-0.231181,0.578623,1.00088,1.00034,1.00088,0.999905,0.937345,1.00517,0.999774,-0.0997345,1110.98,132
31.28,0.0439195,27.4051,-4.22093,8.15964,9.96629,2.72365,0,25.3129,3.53543,11.9508,4.46527,4.02608,0.0423842,3.73723,0.480103,1.80212e-14,0.0024266,0.0024266,114.022,0,-0.231181,0.57864,1.00088,1.00034,1.00088,0.999903,0.937345,1.00517,0.999774,-0.0997347,1109.69,132
31.30,0.0439198,27.4064,-4.2235,8.15987,9.96662,2.7264,0,25.3129,3.53543,11.9513,4.46508,4.02592,0.0423842,3.7373,0.480114,1.80214e-14,0.00241717,0.00241717,114.022,0,-0.231181,0.578657,1.00089,1.00034,1.00089,0.9999,0.937345,1.00517,0.999773,-0.0997349,1107.18,132
31.32,0.0439201,27.4078,-4.22611,8.16009,9.96693,2.7292,0,25.3129,3.53542,11.9519,4.46488,4.02576,0.0423842,3.73736,0.480124,1.80217e-14,0.00240775,0.00240775,114.022,0,-0.231181,0.578674,1.00089,1.00034,1.00089,0.999898,0.937345,1.00517,0.999773,-0.099735,1104.14,132
31.34,0.0439204,27.4091,-4.22875,8.16028,9.96721,2.73204,0,25.3129,3.53541,11.9526,4.46469,4.0256,0.0423842,3.7374,0.480134,1.8022e-14,0.00239835,0.00239835,114.022,0,-0.23118,0.578691,1.00089,1.00034,1.00089,0.999896,0.937345,1.00517,0.999773,-0.0997352,1100.94,132
31.36,0.0439207,27.4104,-4.23143,8.16045,9.96746,2.73493,0,25.3129,3.5354,11.9534,4.4645,4.02544,0.0423842,3.73744,0.480144,1.80222e-14,0.00238894,0.00238894,114.022,0,-0.23118,0.578708,1.00089,1.00034,1.00089,0.999894,0.937345,1.00517,0.999773,-0.0997353,1097.78,132
31.38,0.043921,27.4118,-4.23415,8.1606,9.96768,2.73786,0,25.3129,3.5354,11.9543,4.46432,4.02527,0.0423842,3.73746,0.480154,1.80225e-14,0.00237955,0.00237955,114.022,0,-0.231179,0.578724,1.0009,1.00035,1.0009,0.999893,0.937345,1.00517,0.999773,-0.0997354,1094.75,132
31.40,0.0439213,27.4132,-4.23689,8.16073,9.96787,2.74084,0,25.3129,3.53539,11.9554,4.46415,4.02511,0.0423843,3.73747,0.480164,1.80227e-14,0.00237015,0.00237015,114.022,0,-0.231179,0.578741,1.0009,1.00035,1.0009,0.999891,0.937345,1.00517,0.999773,-0.0997356,1091.89,132
31.42,0.0439216,27.4146,-4.23967,8.16085,9.96804,2.74385,0,25.3129,3.53538,11.9565,4.46397,4.02494,0.0423843,3.73747,0.480175,1.8023e-14,0.00236077,0.00236077,114.022,0,-0.231178,0.578757,1.0009,1.00035,1.0009,0.99989,0.937345,1.00517,0.999773,-0.0997357,1089.21,132
31.44,0.043922,27.416,-4.24248,8.16094,9.96818,2.7469,0,25.3129,3.53537,11.9578,4.46381,4.02477,0.0423843,3.73746,0.480185,1.80232e-14,0.00235138,0.00235138,114.022,0,-0.231177,0.578773,1.0009,1.00035,1.0009,0.999889,0.937345,1.00517,0.999772,-0.0997358,1086.71,132
31.46,0.0439224,27.4174,-4.24532,8.16103,9.9683,2.74999,0,25.3129,3.53537,11.9593,4.46364,4.0246,0.0423843,3.73744,0.480195,1.80235e-14,0.00234199,0.00234199,114.022,0,-0.231176,0.578788,1.00091,1.00035,1.00091,0.999889,0.937345,1.00517,0.999772,-0.0997359,1084.4,132
31.48,0.0439228,27.4189,-4.24819,8.1611,9.9684,2.75311,0,25.3129,3.53536,11.9608,4.46348,4.02443,0.0423843,3.73741,0.480205,1.80237e-14,0.00233261,0.00233261,114.022,0,-0.231175,0.578804,1.00091,1.00035,1.00091,0.999889,0.937345,1.00517,0.999772,-0.099736,1082.27,132
31.50,0.0439232,27.4203,-4.25109,8.16116,9.96849,2.75627,0,25.3129,3.53535,11.9625,4.46332,4.02425,0.0423843,3.73736,0.480215,1.8024e-14,0.00232323,0.00232323,114.022,0,-0.231173,0.578819,1.00091,1.00035,1.00091,0.999889,0.937345,1.00517,0.999772,-0.099736,1080.31,132
31.52,0.0439236,27.4218,-4.25401,8.16121,9.96857,2.75946,0,25.3129,3.53534,11.9643,4.46316,4.02407,0.0423843,3.73731,0.480225,1.80242e-14,0.00231385,0.00231385,114.022,0,-0.231172,0.578834,1.00091,1.00035,1.00091,0.999889,0.937345,1.00517,0.999772,-0.0997361,1078.52,132
31.54,0.043924,27.4233,-4.25695,8.16126,9.96864,2.76267,0,25.3129,3.53534,11.9662,4.46301,4.02388,0.0423843,3.73724,0.480235,1.80245e-14,0.00230447,0.00230447,114.022,0,-0.23117,0.578848,1.00091,1.00035,1.00091,0.99989,0.937345,1.00517,0.999772,-0.0997362,1076.88,132
31.56,0.0439244,27.4248,-4.25993,8.1613,9.96869,2.76592,0,25.3129,3.53533,11.9682,4.46285,4.02369,0.0423844,3.73716,0.480245,1.80248e-14,0.00229509,0.00229509,114.022,0,-0.231169,0.578862,1.00091,1.00035,1.00091,0.999891,0.937345,1.00517,0.999772,-0.0997362,1075.39,132
31.58,0.0439249,27.4262,-4.26292,8.16133,9.96875,2.76919,0,25.3129,3.53532,11.9704,4.4627,4.0235,0.0423844,3.73707,0.480255,1.8025e-14,0.00228571,0.00228571,114.022,0,-0.231167,0.578876,1.00091,1.00035,1.00091,0.999892,0.937345,1.00517,0.999772,-0.0997363,1074.04,132
31.60,0.0439254,27.4278,-4.26594,8.16137,9.96879,2.77248,0,25.3129,3.53531,11.9727,4.46254,4.0233,0.0423844,3.73696,0.480266,1.80253e-14,0.00227633,0.00227633,114.022,0,-0.231165,0.578889,1.00092,1.00035,1.00092,0.999894,0.937345,1.00517,0.999772,-0.0997363,1072.83,132
31.62,0.0439258,27.4293,-4.26898,8.1614,9.96884,2.7758,0,25.3128,3.53531,11.9751,4.46238,4.02309,0.0423844,3.73685,0.480276,1.80255e-14,0.00226695,0.00226695,114.022,0,-0.231163,0.578902,1.00092,1.00035,1.00092,0.999896,0.937345,1.00517,0.999772,-0.0997363,1071.74,132
31.64,0.0439263,27.4308,-4.27204,8.16143,9.96889,2.77914,0,25.3128,3.5353,11.9776,4.46223,4.02288,0.0423844,3.73672,0.480286,1.80258e-14,0.00225757,0.00225757,114.022,0,-0.231161,0.578914,1.00092,1.00035,1.00092,0.999898,0.937345,1.00517,0.999772,-0.0997363,1070.78,132
31.66,0.0439268,27.4323,-4.27511,8.16146,9.96894,2.78249,0,25.3128,3.53529,11.9803,4.46207,4.02266,0.0423844,3.73658,0.480296,1.8026e-14,0.0022482,0.0022482,114.022,0,-0.231159,0.578926,1.00092,1.00035,1.00092,0.999901,0.937345,1.00517,0.999772,-0.0997363,1071.14,132
31.68,0.0439274,27.4337,-4.27799,8.16151,9.969,2.78585,0,25.3128,3.53528,11.983,4.46192,4.02244,0.0423844,3.73642,0.480306,1.80263e-14,0.00223883,0.00223883,114.022,0,-0.231156,0.578938,1.00092,1.00035,1.00092,0.999904,0.937345,1.00517,0.999772,-0.0997363,1072.19,132
31.70,0.0439279,27.4348,-4.28016,8.16157,9.9691,2.78912,0,25.3128,3.53528,11.9859,4.4618,4.02223,0.0423844,3.73621,0.480316,1.80265e-14,0.00222946,0.00222946,114.022,0,-0.231154,0.578949,1.00092,1.00035,1.00092,0.999907,0.937362,1.00517,0.999772,-0.0997363,1073.6,132
31.72,0.0439284,27.4336,-4.28174,8.16165,9.96921,2.79225,0,25.3107,3.53527,11.9889,4.46201,4.02233,0.0423844,3.73561,0.480326,1.80268e-14,0.00222011,0.00222011,114.022,0,-0.231152,0.578958,1.00092,1.00035,1.00092,0.999911,0.937362,1.00517,0.999772,-0.0997363,1075.21,132
31.74,0.0439289,27.4341,-4.28283,8.16175,9.96936,2.79521,0,25.3108,3.53526,11.992,4.46193,4.02213,0.0423844,3.73533,0.480336,1.8027e-14,0.0022111,0.0022111,114.022,0,-0.23115,0.578967,1.00092,1.00035,1.00092,0.999914,0.937362,1.00517,0.999772,-0.0997362,1076.94,132
31.76,0.0439294,27.4344,-4.2835,8.16187,9.96953,2.79796,0,25.3108,3.53525,11.9952,4.46187,4.02194,0.0423844,3.73503,0.480346,1.80273e-14,0.00220261,0.00220261,114.022,0,-0.231147,0.578975,1.00092,1.00035,1.00092,0.999918,0.937362,1.00517,0.999772,-0.0997362,1078.75,132
31.78,0.0439298,27.4345,-4.28382,8.162,9.96973,2.80048,0,25.3108,3.53525,11.9985,4.46181,4.02175,0.0423843,3.7347,0.480356,1.80276e-14,0.00219468,0.00219468,114.022,0,-0.231145,0.578983,1.00092,1.00035,1.00092,0.999921,0.937362,1.00517,0.999772,-0.0997362,1080.6,132
31.80,0.0439303,27.4345,-4.28386,8.16216,9.96995,2.80276,0,25.3108,3.53524,12.0018,4.46177,4.02157,0.0423843,3.73435,0.480367,1.80279e-14,0.00218729,0.00218729,114.022,0,-0.231143,0.578989,1.00092,1.00035,1.00092,0.999924,0.937362,1.00516,0.999772,-0.0997361,1082.49,132
31.82,0.0439308,27.4343,-4.28365,8.16232,9.97019,2.80479,0,25.3108,3.53523,12.0052,4.46173,4.02138,0.0423843,3.73399,0.480377,1.80282e-14,0.00218037,0.00218037,114.022,0,-0.231141,0.578995,1.00092,1.00035,1.00092,0.999927,0.937362,1.00516,0.999772,-0.099736,1084.41,132
31.84,0.0439312,27.434,-4.28324,8.16251,9.97046,2.80658,0,25.3108,3.53523,12.0086,4.4617,4.0212,0.0423843,3.73361,0.480387,1.80285e-14,0.00217387,0.00217387,114.022,0,-0.231138,0.579,1.00091,1.00035,1.00091,0.999928,0.937362,1.00516,0.999772,-0.099736,1086.35,132
31.86,0.0439316,27.4336,-4.28266,8.16271,9.97075,2.80811,0,25.3108,3.53522,12.0121,4.46167,4.02101,0.0423843,3.73322,0.480398,1.80288e-14,0.0021677,0.0021677,114.022,0,-0.231136,0.579003,1.00091,1.00035,1.00091,0.99993,0.937362,1.00516,0.999772,-0.0997359,1088.3,132
31.88,0.043932,27.4332,-4.28195,8.16292,9.97106,2.8094,0,25.3108,3.53521,12.0156,4.46164,4.02082,0.0423843,3.73282,0.480408,1.80291e-14,0.00216182,0.00216182,114.022,0,-0.231134,0.579006,1.00091,1.00035,1.00091,0.99993,0.937362,1.00516,0.999772,-0.0997358,1090.27,132
31.90,0.0439324,27.4327,-4.28113,8.16315,9.9714,2.81046,0,25.3108,3.5352,12.0191,4.46161,4.02063,0.0423842,3.73242,0.480419,1.80294e-14,0.00215619,0.00215619,114.022,0,-0.231132,0.579009,1.00091,1.00035,1.00091,0.99993,0.937362,1.00516,0.999773,-0.0997357,1092.24,132
31.92,0.0439328,27.4322,-4.28022,8.16339,9.97175,2.81129,0,25.3108,3.5352,12.0226,4.46158,4.02044,0.0423842,3.73201,0.480429,1.80298e-14,0.00215076,0.00215076,114.022,0,-0.231129,0.57901,1.00091,1.00035,1.00091,0.99993,0.937362,1.00516,0.999773,-0.0997356,1094.22,132
31.94,0.0439332,27.4316,-4.27924,8.16365,9.97213,2.81191,0,25.3108,3.53519,12.0261,4.46156,4.02025,0.0423842,3.7316,0.48044,1.80301e-14,0.00214551,0.00214551,114.022,0,-0.231127,0.57901,1.00091,1.00035,1.00091,0.999929,0.937362,1.00516,0.999773,-0.0997355,1096.2,132
31.96,0.0439335,27.431,-4.2782,8.16392,9.97253,2.81232,0,25.3108,3.53518,12.0296,4.46152,4.02006,0.0423842,3.73119,0.48045,1.80304e-14,0.0021404,0.0021404,114.022,0,-0.231125,0.57901,1.00091,1.00035,1.00091,0.999927,0.937362,1.00516,0.999773,-0.0997353,1098.18,132
31.98,0.0439339,27.4304,-4.27711,8.16421,9.97294,2.81254,0,25.3108,3.53518,12.0331,4.46149,4.01987,0.0423842,3.73077,0.480461,1.80307e-14,0.00213543,0.00213543,114.022,0,-0.231122,0.579009,1.0009,1.00035,1.0009,0.999925,0.937362,1.00516,0.999773,-0.0997352,1100.16,132
32.00,0.0439342,27.4298,-4.27599,8.16451,9.97338,2.81259,0,25.3108,3.53517,12.0365,4.46146,4.01967,0.0423842,3.73037,0.480471,1.80311e-14,0.00213057,0.00213057,114.022,0,-0.23112,0.579006,1.0009,1.00035,1.0009,0.999923,0.937362,1.00516,0.999773,-0.0997351,1102.14,132
32.02,0.0439345,27.4291,-4.27484,8.16482,9.97384,2.81246,0,25.3108,3.53516,12.0399,4.46142,4.01948,0.0423841,3.72996,0.480482,1.80314e-14,0.00212578,0.00212578,114.022,0,-0.231118,0.579004,1.0009,1.00035,1.0009,0.999921,0.937362,1.00516,0.999773,-0.0997349,1104.11,132
32.04,0.0439348,27.4285,-4.27367,8.16515,9.97431,2.81218,0,25.3108,3.53516,12.0432,4.46137,4.01928,0.0423841,3.72956,0.480492,1.80317e-14,0.00212103,0.00212103,114.022,0,-0.231116,0.579,1.0009,1.00035,1.0009,0.999919,0.937362,1.00516,0.999774,-0.0997347,1106.08,132
32.06,0.043935,27.4278,-4.27248,8.16549,9.97481,2.81175,0,25.3108,3.53515,12.0465,4.46133,4.01909,0.0423841,3.72916,0.480503,1.80321e-14,0.00211629,0.00211629,114.022,0,-0.231113,0.578995,1.0009,1.00035,1.0009,0.999916,0.937362,1.00516,0.999774,-0.0997346,1108.04,132
32.08,0.0439353,27.4272,-4.27128,8.16584,9.97532,2.81119,0,25.3108,3.53514,12.0497,4.46128,4.01889,0.0423841,3.72877,0.480513,1.80324e-14,0.00211157,0.00211157,114.022,0,-0.231111,0.57899,1.00089,1.00034,1.00089,0.999914,0.937362,1.00516,0.999774,-0.0997344,1109.99,132
32.10,0.0439355,27.4265,-4.27008,8.16621,9.97586,2.81051,0,25.3108,3.53514,12.0529,4.46122,4.01869,0.0423841,3.72839,0.480524,1.80327e-14,0.00210685,0.00210685,114.022,0,-0.231108,0.578984,1.00089,1.00034,1.00089,0.999911,0.937362,1.00516,0.999774,-0.0997342,1110.98,132
32.12,0.0439358,27.4258,-4.26888,8.16658,9.9764,2.80971,0,25.3108,3.53513,12.056,4.46117,4.01849,0.0423841,3.72801,0.480534,1.80331e-14,0.00210213,0.00210213,114.022,0,-0.231106,0.578977,1.00089,1.00034,1.00089,0.999909,0.937362,1.00516,0.999774,-0.099734,1109.71,132
32.14,0.043936,27.4252,-4.26767,8.16693,9.97691,2.80882,0,25.3108,3.53513,12.059,4.46112,4.01831,0.0423841,3.72764,0.480544,1.80334e-14,0.00209743,0.00209743,114.022,0,-0.231104,0.57897,1.00088,1.00034,1.00088,0.999906,0.937362,1.00516,0.999775,-0.0997338,1107.22,132
32.16,0.0439362,27.4245,-4.26647,8.16726,9.97738,2.80782,0,25.3108,3.53512,12.062,4.46108,4.01813,0.042384,3.72728,0.480555,1.80337e-14,0.00209273,0.00209273,114.022,0,-0.231101,0.578962,1.00088,1.00034,1.00088,0.999904,0.937362,1.00516,0.999775,-0.0997335,1104.18,132
32.18,0.0439364,27.4239,-4.26527,8.16755,9.97781,2.80675,0,25.3108,3.53511,12.0648,4.46105,4.01796,0.042384,3.72692,0.480565,1.8034e-14,0.00208803,0.00208803,114.022,0,-0.231099,0.578953,1.00088,1.00034,1.00088,0.999902,0.937362,1.00516,0.999775,-0.0997333,1100.99,132
32.20,0.0439365,27.4232,-4.26407,8.1678,9.97818,2.80559,0,25.3108,3.53511,12.0676,4.46102,4.01781,0.042384,3.72657,0.480576,1.80344e-14,0.00208333,0.00208333,114.022,0,-0.231096,0.578944,1.00087,1.00034,1.00087,0.9999,0.937362,1.00516,0.999775,-0.0997331,1097.82,132
32.22,0.0439367,27.4226,-4.26288,8.16803,9.97851,2.80437,0,25.3108,3.5351,12.0703,4.46101,4.01766,0.042384,3.72624,0.480586,1.80347e-14,0.00207864,0.00207864,114.022,0,-0.231094,0.578934,1.00087,1.00034,1.00087,0.999899,0.937362,1.00516,0.999776,-0.0997328,1094.79,132
32.24,0.0439368,27.4219,-4.2617,8.16822,9.97878,2.80308,0,25.3108,3.53509,12.073,4.46102,4.01753,0.042384,3.72591,0.480597,1.8035e-14,0.00207394,0.00207394,114.022,0,-0.231092,0.578924,1.00087,1.00033,1.00087,0.999897,0.937362,1.00516,0.999776,-0.0997326,1091.92,132
32.26,0.043937,27.4213,-4.26052,8.16837,9.97901,2.80174,0,25.3108,3.53509,12.0755,4.46102,4.01742,0.042384,3.72559,0.480607,1.80354e-14,0.00206924,0.00206924,114.022,0,-0.231089,0.578913,1.00086,1.00033,1.00086,0.999896,0.937362,1.00516,0.999776,-0.0997323,1089.24,132
32.28,0.0439371,27.4207,-4.25935,8.1685,9.9792,2.80035,0,25.3108,3.53508,12.078,4.46104,4.01731,0.042384,3.72528,0.480617,1.80357e-14,0.00206454,0.00206454,114.022,0,-0.231087,0.578902,1.00086,1.00033,1.00086,0.999895,0.937362,1.00516,0.999777,-0.0997321,1086.74,132
32.30,0.0439372,27.42,-4.25818,8.1686,9.97935,2.79891,0,25.3108,3.53507,12.0804,4.46107,4.01721,0.042384,3.72498,0.480628,1.8036e-14,0.00205984,0.00205984,114.022,0,-0.231085,0.57889,1.00086,1.00033,1.00086,0.999895,0.937362,1.00516,0.999777,-0.0997318,1084.43,132
32.32,0.0439373,27.4194,-4.25702,8.16868,9.97946,2.79743,0,25.3108,3.53507,12.0826,4.46111,4.01713,0.0423839,3.72469,0.480638,1.80364e-14,0.00205513,0.00205513,114.022,0,-0.231083,0.578878,1.00085,1.00033,1.00085,0.999895,0.937362,1.00516,0.999777,-0.0997315,1082.3,132
32.34,0.0439374,27.4188,-4.25587,8.16873,9.97954,2.79592,0,25.3108,3.53506,12.0848,4.46115,4.01705,0.0423839,3.72441,0.480649,1.80367e-14,0.00205042,0.00205042,114.022,0,-0.231081,0.578865,1.00085,1.00033,1.00085,0.999895,0.937362,1.00516,0.999777,-0.0997313,1080.34,132
32.36,0.0439374,27.4182,-4.25473,8.16876,9.97958,2.79439,0,25.3108,3.53505,12.0869,4.4612,4.01698,0.0423839,3.72414,0.480659,1.8037e-14,0.00204571,0.00204571,114.022,0,-0.231078,0.578852,1.00084,1.00032,1.00084,0.999895,0.937362,1.00516,0.999778,-0.099731,1078.54,132
32.38,0.0439375,27.4176,-4.25359,8.16877,9.97959,2.79282,0,25.3108,3.53505,12.089,4.46125,4.01693,0.0423839,3.72388,0.480669,1.80373e-14,0.00204099,0.00204099,114.022,0,-0.231076,0.578839,1.00084,1.00032,1.00084,0.999896,0.937362,1.00515,0.999778,-0.0997307,1076.9,132
32.40,0.0439376,27.417,-4.25246,8.16876,9.97958,2.79124,0,25.3108,3.53504,12.0909,4.46131,4.01688,0.0423839,3.72363,0.48068,1.80377e-14,0.00203627,0.00203627,114.022,0,-0.231074,0.578825,1.00083,1.00032,1.00083,0.999897,0.937362,1.00515,0.999778,-0.0997304,1075.41,132
32.42,0.0439376,27.4164,-4.25133,8.16873,9.97954,2.78963,0,25.3108,3.53503,12.0927,4.46138,4.01683,0.0423839,3.72339,0.48069,1.8038e-14,0.00203155,0.00203155,114.022,0,-0.231073,0.578811,1.00083,1.00032,1.00083,0.999898,0.937362,1.00515,0.999779,-0.0997301,1074.06,132
32.44,0.0439376,27.4158,-4.25021,8.16869,9.97947,2.78801,0,25.3108,3.53503,12.0945,4.46145,4.0168,0.0423839,3.72315,0.4807,1.80383e-14,0.00202682,0.00202682,114.022,0,-0.231071,0.578796,1.00083,1.00032,1.00083,0.9999,0.937362,1.00515,0.999779,-0.0997299,1072.84,132
32.46,0.0439377,27.4152,-4.2491,8.16863,9.97939,2.78638,0,25.3108,3.53502,12.0961,4.46152,4.01678,0.0423839,3.72293,0.480711,1.80387e-14,0.00202208,0.00202208,114.022,0,-0.231069,0.578782,1.00082,1.00032,1.00082,0.999902,0.937362,1.00515,0.999779,-0.0997296,1071.76,132
32.48,0.0439377,27.4146,-4.24799,8.16856,9.97928,2.78474,0,25.3108,3.53501,12.0977,4.4616,4.01676,0.0423839,3.72272,0.480721,1.8039e-14,0.00201735,0.00201735,114.022,0,-0.231067,0.578767,1.00082,1.00032,1.00082,0.999904,0.937362,1.00515,0.99978,-0.0997293,1070.8,132
32.50,0.0439377,27.4141,-4.24689,8.16847,9.97916,2.78309,0,25.3108,3.53501,12.0992,4.46168,4.01675,0.0423839,3.72251,0.480731,1.80393e-14,0.00201261,0.00201261,114.022,0,-0.231066,0.578752,1.00081,1.00031,1.00081,0.999907,0.937362,1.00515,0.99978,-0.099729,1071.15,132
32.52,0.0439377,27.4135,-4.24579,8.16839,9.97904,2.78143,0,25.3108,3.535,12.1006,4.46176,4.01674,0.0423839,3.72232,0.480742,1.80396e-14,0.00200787,0.00200787,114.022,0,-0.231064,0.578736,1.00081,1.00031,1.00081,0.99991,0.937362,1.00515,0.99978,-0.0997287,1072.2,132
32.54,0.0439377,27.4129,-4.2447,8.16831,9.97892,2.77977,0,25.3108,3.53499,12.1019,4.46184,4.01673,0.0423838,3.72214,0.480752,1.804e-14,0.00200312,0.00200312,114.022,0,-0.231063,0.578721,1.00081,1.00031,1.00081,0.999913,0.937722,1.00515,0.999781,-0.0997284,1073.61,132
32.56,0.0439376,27.4097,-4.24361,8.16824,9.97882,2.77811,0,25.3079,3.53499,12.1031,4.46235,4.01714,0.0423838,3.72147,0.480762,1.80403e-14,0.00199838,0.00199838,114.022,0,-0.231062,0.578704,1.0008,1.00031,1.0008,0.999916,0.937722,1.00515,0.999781,-0.0997282,1075.23,132
32.58,0.0439376,27.4092,-4.24253,8.16819,9.97874,2.77646,0,25.3079,3.53498,12.1042,4.46242,4.01713,0.0423837,3.7213,0.480773,1.80406e-14,0.00199365,0.00199365,114.022,0,-0.231061,0.578687,1.0008,1.00031,1.0008,0.99992,0.937722,1.00515,0.999781,-0.0997279,1076.95,132
32.60,0.0439375,27.4086,-4.24146,8.16814,9.97868,2.7748,0,25.3079,3.53497,12.1053,4.46249,4.01713,0.0423837,3.72114,0.480783,1.80409e-14,0.00198894,0.00198894,114.022,0,-0.23106,0.57867,1.00079,1.00031,1.00079,0.999924,0.937722,1.00515,0.999781,-0.0997276,1078.76,132
32.62,0.0439374,27.4081,-4.24038,8.16811,9.97863,2.77314,0,25.3079,3.53497,12.1062,4.46255,4.01712,0.0423836,3.721,0.480793,1.80413e-14,0.00198426,0.00198426,114.022,0,-0.231059,0.578653,1.00079,1.0003,1.00079,0.999927,0.937722,1.00515,0.999782,-0.0997274,1080.61,132
32.64,0.0439373,27.4075,-4.23931,8.16809,9.97861,2.77149,0,25.308,3.53496,12.1071,4.46261,4.01712,0.0423836,3.72086,0.480804,1.80416e-14,0.00197959,0.00197959,114.022,0,-0.231059,0.578636,1.00079,1.0003,1.00079,0.99993,0.937722,1.00515,0.999782,-0.0997271,1082.5,132
