Time(s),CoreTemperature(degC),CreatinineProductionRate(umol/s),KetoneProductionRate(umol/min),LactateProductionRate(mol/day),SkinTemperature(degC),SweatRate(g/s),TotalMetabolicRate(kcal/day)
94.34,37.0,-1.$,108,0.63,33.1,0,1737
94.36,37.0,-1.$,108,0.63,33.1,0,1737
94.38,37.0,-1.$,108,0.63,33.1,0,1737
94.40,37.0,-1.$,108,0.63,33.1,0,1737
94.42,37.0,-1.$,108,0.62,33.1,0,1737
94.44,37.0,-1.$,108,0.63,33.1,0,1737
94.46,37.0,-1.$,108,0.63,33.1,0,1737
94.48,37.0,-1.$,108,0.62,33.1,0,1737
94.50,37.0,-1.$,108,0.62,33.1,0,1737
94.52,37.0,-1.$,108,0.62,33.1,0,1737
94.54,37.0,-1.$,108,0.62,33.1,0,1737
94.56,37.0,-1.$,108,0.61,33.1,0,1737
94.58,37.0,-1.$,108,0.61,33.1,0,1737
94.60,37.0,-1.$,108,0.61,33.1,0,1737
94.62,37.0,-1.$,108,0.60,33.1,0,1737
94.64,37.0,-1.$,108,0.60,33.1,0,1737
94.66,37.0,-1.$,108,0.59,33.1,0,1737
94.68,37.0,-1.$,108,0.59,33.1,0,1737
94.70,37.0,-1.$,108,0.58,33.1,0,1737
94.72,37.0,-1.$,108,0.58,33.1,0,1737
94.74,37.0,-1.$,108,0.57,33.1,0,1737
94.76,37.0,-1.$,108,0.57,33.1,0,1737
94.78,37.0,-1.$,108,0.56,33.1,0,1737
94.80,37.0,-1.$,108,0.55,33.1,0,1737
94.82,37.0,-1.$,108,0.55,33.1,0,1737
94.84,37.0,-1.$,108,0.54,33.1,0,1737
94.86,37.0,-1.$,108,0.54,33.1,0,1737
94.88,37.0,-1.$,108,0.53,33.1,0,1737
94.90,37.0,-1.$,108,0.53,33.1,0,1737
94.92,37.0,-1.$,108,0.52,33.1,0,1737
94.94,37.0,-1.$,108,0.52,33.1,0,1737
94.96,37.0,-1.$,108,0.52,33.1,0,1737
94.98,37.0,-1.$,108,0.52,33.1,0,1737
95.00,37.0,-1.$,108,0.52,33.1,0,1737
95.02,37.0,-1.$,108,0.52,33.1,0,1737
95.04,37.0,-1.$,108,0.53,33.1,0,1737
95.06,37.0,-1.$,108,0.55,33.1,0,1737
95.08,37.0,-1.$,108,0.58,33.1,0,1737
95.10,37.0,-1.$,108,0.60,33.1,0,1737
95.12,37.0,-1.$,108,0.61,33.1,0,1737
95.14,37.0,-1.$,108,0.62,33.1,0,1737
95.16,37.0,-1.$,108,0.62,33.1,0,1737
95.18,37.0,-1.$,108,0.63,33.1,0,1737
95.20,37.0,-1.$,108,0.63,33.1,0,1737
95.22,37.0,-1.$,108,0.63,33.1,0,1737
95.24,37.0,-1.$,108,0.63,33.1,0,1737
95.26,37.0,-1.$,108,0.62,33.1,0,1737
95.28,37.0,-1.$,108,0.63,33.1,0,1737
95.30,37.0,-1.$,108,0.63,33.1,0,1737
95.32,37.0,-1.$,108,0.62,33.1,0,1737
95.34,37.0,-1.$,108,0.62,33.1,0,1737
95.36,37.0,-1.$,108,0.62,33.1,0,1737
95.38,37.0,-1.$,108,0.62,33.1,0,1737
95.40,37.0,-1.$,108,0.61,33.1,0,1737
95.42,37.0,-1.$,108,0.61,33.1,0,1737
95.44,37.0,-1.$,108,0.61,33.1,0,1737
95.46,37.0,-1.$,108,0.60,33.1,0,1737
95.48,37.0,-1.$,108,0.60,33.1,0,1737
95.50,37.0,-1.$,108,0.59,33.1,0,1737
95.52,37.0,-1.$,108,0.59,33.1,0,1737
95.54,37.0,-1.$,108,0.58,33.1,0,1737
95.56,37.0,-1.$,108,0.58,33.1,0,1737
95.58,37.0,-1.$,108,0.57,33.1,0,1737
95.60,37.0,-1.$,108,0.57,33.1,0,1737
95.62,37.0,-1.$,108,0.56,33.1,0,1737
95.64,37.0,-1.$,108,0.55,33.1,0,1737
95.66,37.0,-1.$,108,0.55,33.1,0,1737
95.68,37.0,-1.$,108,0.54,33.1,0,1737
95.70,37.0,-1.$,108,0.54,33.1,0,1737
95.72,37.0,-1.$,108,0.53,33.1,0,1737
95.74,37.0,-1.$,108,0.53,33.1,0,1737
95.76,37.0,-1.$,108,0.52,33.1,0,1737
95.78,37.0,-1.$,108,0.52,33.1,0,1737
95.80,37.0,-1.$,108,0.52,33.1,0,1737
95.82,37.0,-1.$,108,0.52,33.1,0,1737
95.84,37.0,-1.$,108,0.52,33.1,0,1737
95.86,37.0,-1.$,108,0.52,33.1,0,1737
95.88,37.0,-1.$,108,0.53,33.1,0,1737
95.90,37.0,-1.$,108,0.55,33.1,0,1737
95.92,37.0,-1.$,108,0.58,33.1,0,1737
95.94,37.0,-1.$,108,0.60,33.1,0,1737
95.96,37.0,-1.$,108,0.61,33.1,0,1737
95.98,37.0,-1.$,108,0.62,33.1,0,1737
96.00,37.0,-1.$,108,0.62,33.1,0,1737
96.02,37.0,-1.$,108,0.63,33.1,0,1737
96.04,37.0,-1.$,108,0.63,33.1,0,1737
96.06,37.0,-1.$,108,0.63,33.1,0,1737
96.08,37.0,-1.$,108,0.63,33.1,0,1737
96.10,37.0,-1.$,108,0.62,33.1,0,1737
96.12,37.0,-1.$,108,0.63,33.1,0,1737
96.14,37.0,-1.$,108,0.63,33.1,0,1737
96.16,37.0,-1.$,108,0.62,33.1,0,1737
96.18,37.0,-1.$,108,0.62,33.1,0,1737
96.20,37.0,-1.$,108,0.62,33.1,0,1737
96.22,37.0,-1.$,108,0.62,33.1,0,1737
96.24,37.0,-1.$,108,0.61,33.1,0,1737
96.26,37.0,-1.$,108,0.61,33.1,0,1737
96.28,37.0,-1.$,108,0.61,33.1,0,1737
96.30,37.0,-1.$,108,0.60,33.1,0,1737
96.32,37.0,-1.$,108,0.60,33.1,0,1737
96.34,37.0,-1.$,108,0.59,33.1,0,1737
96.36,37.0,-1.$,108,0.59,33.1,0,1737
96.38,37.0,-1.$,108,0.58,33.1,0,1737
96.40,37.0,-1.$,108,0.58,33.1,0,1737
96.42,37.0,-1.$,108,0.57,33.1,0,1737
96.44,37.0,-1.$,108,0.57,33.1,0,1737
96.46,37.0,-1.$,108,0.56,33.1,0,1737
96.48,37.0,-1.$,108,0.55,33.1,0,1737
96.50,37.0,-1.$,108,0.55,33.1,0,1737
96.52,37.0,-1.$,108,0.54,33.1,0,1737
96.54,37.0,-1.$,108,0.54,33.1,0,1737
96.56,37.0,-1.$,108,0.53,33.1,0,1737
96.58,37.0,-1.$,108,0.53,33.1,0,1737
96.60,37.0,-1.$,108,0.52,33.1,0,1737
96.62,37.0,-1.$,108,0.52,33.1,0,1737
96.64,37.0,-1.$,108,0.52,33.1,0,1737
96.66,37.0,-1.$,108,0.52,33.1,0,1737
96.68,37.0,-1.$,108,0.52,33.1,0,1737
96.70,37.0,-1.$,108,0.52,33.1,0,1737
96.72,37.0,-1.$,108,0.53,33.1,0,1737
96.74,37.0,-1.$,108,0.55,33.1,0,1737
96.76,37.0,-1.$,108,0.58,33.1,0,1737
96.78,37.0,-1.$,108,0.60,33.1,0,1737
96.80,37.0,-1.$,108,0.61,33.1,0,1737
96.82,37.0,-1.$,108,0.62,33.1,0,1737
96.84,37.0,-1.$,108,0.62,33.1,0,1737
96.86,37.0,-1.$,108,0.63,33.1,0,1737
96.88,37.0,-1.$,108,0.63,33.1,0,1737
96.90,37.0,-1.$,108,0.63,33.1,0,1737
96.92,37.0,-1.$,108,0.63,33.1,0,1737
96.94,37.0,-1.$,108,0.62,33.1,0,1737
96.96,37.0,-1.$,108,0.63,33.1,0,1737
96.98,37.0,-1.$,108,0.63,33.1,0,1737
97.00,37.0,-1.$,108,0.62,33.1,0,1737
97.02,37.0,-1.$,108,0.62,33.1,0,1737
97.04,37.0,-1.$,108,0.62,33.1,0,1737
97.06,37.0,-1.$,108,0.62,33.1,0,1737
97.08,37.0,-1.$,108,0.61,33.1,0,1737
97.10,37.0,-1.$,108,0.61,33.1,0,1737
97.12,37.0,-1.$,108,0.61,33.1,0,1737
97.14,37.0,-1.$,108,0.60,33.1,0,1737
97.16,37.0,-1.$,108,0.60,33.1,0,1737
97.18,37.0,-1.$,108,0.59,33.1,0,1737
97.20,37.0,-1.$,108,0.59,33.1,0,1737
97.22,37.0,-1.$,108,0.58,33.1,0,1737
97.24,37.0,-1.$,108,0.58,33.1,0,1737
97.26,37.0,-1.$,108,0.57,33.1,0,1737
97.28,37.0,-1.$,108,0.57,33.1,0,1737
97.30,37.0,-1.$,108,0.56,33.1,0,1737
97.32,37.0,-1.$,108,0.55,33.1,0,1737
97.34,37.0,-1.$,108,0.55,33.1,0,1737
97.36,37.0,-1.$,108,0.54,33.1,0,1737
97.38,37.0,-1.$,108,0.54,33.1,0,1737
97.40,37.0,-1.$,108,0.53,33.1,0,1737
97.42,37.0,-1.$,108,0.53,33.1,0,1737
97.44,37.0,-1.$,108,0.52,33.1,0,1737
97.46,37.0,-1.$,108,0.52,33.1,0,1737
97.48,37.0,-1.$,108,0.52,33.1,0,1737
97.50,37.0,-1.$,108,0.52,33.1,0,1737
97.52,37.0,-1.$,108,0.52,33.1,0,1737
97.54,37.0,-1.$,108,0.52,33.1,0,1737
97.56,37.0,-1.$,108,0.53,33.1,0,1737
97.58,37.0,-1.$,108,0.55,33.1,0,1737
97.60,37.0,-1.$,108,0.58,33.1,0,1737
97.62,37.0,-1.$,108,0.60,33.1,0,1737
97.64,37.0,-1.$,108,0.61,33.1,0,1737
97.66,37.0,-1.$,108,0.62,33.1,0,1737
97.68,37.0,-1.$,108,0.62,33.1,0,1737
97.70,37.0,-1.$,108,0.63,33.1,0,1737
97.72,37.0,-1.$,108,0.63,33.1,0,1737
97.74,37.0,-1.$,108,0.63,33.1,0,1737
97.76,37.0,-1.$,108,0.63,33.1,0,1737
97.78,37.0,-1.$,108,0.62,33.1,0,1737
97.80,37.0,-1.$,108,0.63,33.1,0,1737
97.82,37.0,-1.$,108,0.63,33.1,0,1737
97.84,37.0,-1.$,108,0.62,33.1,0,1737
97.86,37.0,-1.$,108,0.62,33.1,0,1737
97.88,37.0,-1.$,108,0.62,33.1,0,1737
97.90,37.0,-1.$,108,0.62,33.1,0,1737
97.92,37.0,-1.$,108,0.61,33.1,0,1737
97.94,37.0,-1.$,108,0.61,33.1,0,1737
97.96,37.0,-1.$,108,0.61,33.1,0,1737
97.98,37.0,-1.$,108,0.60,33.1,0,1737
98.00,37.0,-1.$,108,0.60,33.1,0,1737
98.02,37.0,-1.$,108,0.59,33.1,0,1737
98.04,37.0,-1.$,108,0.59,33.1,0,1737
98.06,37.0,-1.$,108,0.58,33.1,0,1737
98.08,37.0,-1.$,108,0.58,33.1,0,1737
98.10,37.0,-1.$,108,0.57,33.1,0,1737
98.12,37.0,-1.$,108,0.57,33.1,0,1737
98.14,37.0,-1.$,108,0.56,33.1,0,1737
98.16,37.0,-1.$,108,0.55,33.1,0,1737
98.18,37.0,-1.$,108,0.55,33.1,0,1737
98.20,37.0,-1.$,108,0.54,33.1,0,1737
98.22,37.0,-1.$,108,0.54,33.1,0,1737
98.24,37.0,-1.$,108,0.53,33.1,0,1737
98.26,37.0,-1.$,108,0.53,33.1,0,1737
98.28,37.0,-1.$,108,0.52,33.1,0,1737
98.30,37.0,-1.$,108,0.52,33.1,0,1737
98.32,37.0,-1.$,108,0.52,33.1,0,1737
98.34,37.0,-1.$,108,0.52,33.1,0,1737
98.36,37.0,-1.$,108,0.52,33.1,0,1737
98.38,37.0,-1.$,108,0.52,33.1,0,1737
98.40,37.0,-1.$,108,0.53,33.1,0,1737
98.42,37.0,-1.$,108,0.55,33.1,0,1737
98.44,37.0,-1.$,108,0.58,33.1,0,1737
98.46,37.0,-1.$,108,0.60,33.1,0,1737
98.48,37.0,-1.$,108,0.61,33.1,0,1737
98.50,37.0,-1.$,108,0.62,33.1,0,1737
98.52,37.0,-1.$,108,0.62,33.1,0,1737
98.54,37.0,-1.$,108,0.63,33.1,0,1737
98.56,37.0,-1.$,108,0.63,33.1,0,1737
98.58,37.0,-1.$,108,0.63,33.1,0,1737
98.60,37.0,-1.$,108,0.63,33.1,0,1737
98.62,37.0,-1.$,108,0.62,33.1,0,1737
98.64,37.0,-1.$,108,0.63,33.1,0,1737
98.66,37.0,-1.$,108,0.63,33.1,0,1737
98.68,37.0,-1.$,108,0.62,33.1,0,1737
98.70,37.0,-1.$,108,0.62,33.1,0,1737
98.72,37.0,-1.$,108,0.62,33.1,0,1737
98.74,37.0,-1.$,108,0.62,33.1,0,1737
98.76,37.0,-1.$,108,0.61,33.1,0,1737
98.78,37.0,-1.$,108,0.61,33.1,0,1737
98.80,37.0,-1.$,108,0.61,33.1,0,1737
98.82,37.0,-1.$,108,0.60,33.1,0,1737
98.84,37.0,-1.$,108,0.60,33.1,0,1737
98.86,37.0,-1.$,108,0.59,33.1,0,1737
98.88,37.0,-1.$,108,0.59,33.1,0,1737
98.90,37.0,-1.$,108,0.58,33.1,0,1737
98.92,37.0,-1.$,108,0.58,33.1,0,1737
98.94,37.0,-1.$,108,0.57,33.1,0,1737
98.96,37.0,-1.$,108,0.57,33.1,0,1737
98.98,37.0,-1.$,108,0.56,33.1,0,1737
99.00,37.0,-1.$,108,0.55,33.1,0,1737
99.02,37.0,-1.$,108,0.55,33.1,0,1737
99.04,37.0,-1.$,108,0.54,33.1,0,1737
99.06,37.0,-1.$,108,0.54,33.1,0,1737
99.08,37.0,-1.$,108,0.53,33.1,0,1737
99.10,37.0,-1.$,108,0.53,33.1,0,1737
99.12,37.0,-1.$,108,0.52,33.1,0,1737
99.14,37.0,-1.$,108,0.52,33.1,0,1737
99.16,37.0,-1.$,108,0.52,33.1,0,1737
99.18,37.0,-1.$,108,0.52,33.1,0,1737
99.20,37.0,-1.$,108,0.52,33.1,0,1737
99.22,37.0,-1.$,108,0.52,33.1,0,1737
99.24,37.0,-1.$,108,0.53,33.1,0,1737
99.26,37.0,-1.$,108,0.55,33.1,0,1737
99.28,37.0,-1.$,108,0.58,33.1,0,1737
99.30,37.0,-1.$,108,0.60,33.2,0,1737
99.32,37.0,-1.$,108,0.61,33.2,0,1737
99.34,37.0,-1.$,108,0.62,33.2,0,1737
99.36,37.0,-1.$,108,0.62,33.2,0,1737
99.38,37.0,-1.$,108,0.63,33.2,0,1737
99.40,37.0,-1.$,108,0.63,33.2,0,1737
99.42,37.0,-1.$,108,0.63,33.2,0,1737
99.44,37.0,-1.$,108,0.63,33.2,0,1737
99.46,37.0,-1.$,108,0.62,33.2,0,1737
99.48,37.0,-1.$,108,0.63,33.2,0,1737
99.50,37.0,-1.$,108,0.63,33.2,0,1737
99.52,37.0,-1.$,108,0.62,33.2,0,1737
99.54,37.0,-1.$,108,0.62,33.2,0,1737
99.56,37.0,-1.$,108,0.62,33.2,0,1737
99.58,37.0,-1.$,108,0.62,33.2,0,1737
99.60,37.0,-1.$,108,0.61,33.2,0,1737
99.62,37.0,-1.$,108,0.61,33.2,0,1737
99.64,37.0,-1.$,108,0.61,33.2,0,1737
99.66,37.0,-1.$,108,0.60,33.2,0,1737
99.68,37.0,-1.$,108,0.60,33.2,0,1737
99.70,37.0,-1.$,108,0.59,33.2,0,1737
99.72,37.0,-1.$,108,0.59,33.2,0,1737
99.74,37.0,-1.$,108,0.58,33.2,0,1737
99.76,37.0,-1.$,108,0.58,33.2,0,1737
99.78,37.0,-1.$,108,0.57,33.2,0,1737
99.80,37.0,-1.$,108,0.57,33.2,0,1737
99.82,37.0,-1.$,108,0.56,33.2,0,1737
99.84,37.0,-1.$,108,0.55,33.2,0,1737
99.86,37.0,-1.$,108,0.55,33.2,0,1737
99.88,37.0,-1.$,108,0.54,33.2,0,1737
99.90,37.0,-1.$,108,0.54,33.2,0,1737
99.92,37.0,-1.$,108,0.53,33.2,0,1737
99.94,37.0,-1.$,108,0.53,33.2,0,1737
99.96,37.0,-1.$,108,0.52,33.2,0,1737
99.98,37.0,-1.$,108,0.52,33.2,0,1737
100.00,37.0,-1.$,108,0.52,33.2,0,1737
100.02,37.0,-1.$,108,0.52,33.2,0,1737
100.04,37.0,-1.$,108,0.52,33.2,0,1737
100.06,37.0,-1.$,108,0.52,33.2,0,1737
100.08,37.0,-1.$,108,0.53,33.2,0,1737
100.10,37.0,-1.$,108,0.55,33.2,0,1737
100.12,37.0,-1.$,108,0.58,33.2,0,1737
100.14,37.0,-1.$,108,0.60,33.2,0,1737
100.16,37.0,-1.$,108,0.61,33.2,0,1737
100.18,37.0,-1.$,108,0.62,33.2,0,1737
100.20,37.0,-1.$,108,0.62,33.2,0,1737
100.22,37.0,-1.$,108,0.63,33.2,0,1737
100.24,37.0,-1.$,108,0.63,33.2,0,1737
100.26,37.0,-1.$,108,0.63,33.2,0,1737
100.28,37.0,-1.$,108,0.63,33.2,0,1737
100.30,37.0,-1.$,108,0.62,33.2,0,1737
100.32,37.0,-1.$,108,0.63,33.2,0,1737
100.34,37.0,-1.$,108,0.63,33.2,0,1737
100.36,37.0,-1.$,108,0.62,33.2,0,1737
100.38,37.0,-1.$,108,0.62,33.2,0,1737
100.40,37.0,-1.$,108,0.62,33.2,0,1737
100.42,37.0,-1.$,108,0.62,33.2,0,1737
100.44,37.0,-1.$,108,0.61,33.2,0,1737
100.46,37.0,-1.$,108,0.61,33.2,0,1737
100.48,37.0,-1.$,108,0.61,33.2,0,1737
100.50,37.0,-1.$,108,0.60,33.2,0,1737
100.52,37.0,-1.$,108,0.60,33.2,0,1737
100.54,37.0,-1.$,108,0.59,33.2,0,1737
100.56,37.0,-1.$,108,0.59,33.2,0,1737
100.58,37.0,-1.$,108,0.58,33.2,0,1737
100.60,37.0,-1.$,108,0.58,33.2,0,1737
100.62,37.0,-1.$,108,0.57,33.2,0,1737
100.64,37.0,-1.$,108,0.57,33.2,0,1737
100.66,37.0,-1.$,108,0.56,33.2,0,1737
100.68,37.0,-1.$,108,0.55,33.2,0,1737
100.70,37.0,-1.$,108,0.55,33.2,0,1737
100.72,37.0,-1.$,108,0.54,33.2,0,1737
100.74,37.0,-1.$,108,0.54,33.2,0,1737
100.76,37.0,-1.$,108,0.53,33.2,0,1737
100.78,37.0,-1.$,108,0.53,33.2,0,1737
100.80,37.0,-1.$,108,0.52,33.2,0,1737
100.82,37.0,-1.$,108,0.52,33.2,0,1737
100.84,37.0,-1.$,108,0.52,33.2,0,1737
100.86,37.0,-1.$,108,0.52,33.2,0,1737
100.88,37.0,-1.$,108,0.52,33.2,0,1737
100.90,37.0,-1.$,108,0.52,33.2,0,1737
100.92,37.0,-1.$,108,0.53,33.2,0,1737
100.94,37.0,-1.$,108,0.55,33.2,0,1737
100.96,37.0,-1.$,108,0.58,33.2,0,1737
100.98,37.0,-1.$,108,0.60,33.2,0,1737
101.00,37.0,-1.$,108,0.61,33.2,0,1737
101.02,37.0,-1.$,108,0.62,33.2,0,1737
101.04,37.0,-1.$,108,0.62,33.2,0,1737
101.06,37.0,-1.$,108,0.63,33.2,0,1737
101.08,37.0,-1.$,108,0.63,33.2,0,1737
101.10,37.0,-1.$,108,0.63,33.2,0,1737
101.12,37.0,-1.$,108,0.63,33.2,0,1737
101.14,37.0,-1.$,108,0.62,33.2,0,1737
101.16,37.0,-1.$,108,0.63,33.2,0,1737
101.18,37.0,-1.$,108,0.63,33.2,0,1737
101.20,37.0,-1.$,108,0.62,33.2,0,1737
101.22,37.0,-1.$,108,0.62,33.2,0,1737
101.24,37.0,-1.$,108,0.62,33.2,0,1737
101.26,37.0,-1.$,108,0.62,33.2,0,1737
101.28,37.0,-1.$,108,0.61,33.2,0,1737
101.30,37.0,-1.$,108,0.61,33.2,0,1737
101.32,37.0,-1.$,108,0.61,33.2,0,1737
101.34,37.0,-1.$,108,0.60,33.2,0,1737
101.36,37.0,-1.$,108,0.60,33.2,0,1737
101.38,37.0,-1.$,108,0.59,33.2,0,1737
101.40,37.0,-1.$,108,0.59,33.2,0,1737
101.42,37.0,-1.$,108,0.58,33.2,0,1737
101.44,37.0,-1.$,108,0.58,33.2,0,1737
101.46,37.0,-1.$,108,0.57,33.2,0,1737
101.48,37.0,-1.$,108,0.57,33.2,0,1737
101.50,37.0,-1.$,108,0.56,33.2,0,1737
101.52,37.0,-1.$,108,0.55,33.2,0,1737
101.54,37.0,-1.$,108,0.55,33.2,0,1737
101.56,37.0,-1.$,108,0.54,33.2,0,1737
101.58,37.0,-1.$,108,0.54,33.2,0,1737
101.60,37.0,-1.$,108,0.53,33.2,0,1737
101.62,37.0,-1.$,108,0.53,33.2,0,1737
101.64,37.0,-1.$,108,0.52,33.2,0,1737
101.66,37.0,-1.$,108,0.52,33.2,0,1737
101.68,37.0,-1.$,108,0.52,33.2,0,1737
101.70,37.0,-1.$,108,0.52,33.2,0,1737
101.72,37.0,-1.$,108,0.52,33.2,0,1737
101.74,37.0,-1.$,108,0.52,33.2,0,1737
101.76,37.0,-1.$,108,0.53,33.2,0,1737
101.78,37.0,-1.$,108,0.55,33.2,0,1737
101.80,37.0,-1.$,108,0.58,33.2,0,1737
101.82,37.0,-1.$,108,0.60,33.2,0,1737
101.84,37.0,-1.$,108,0.61,33.2,0,1737
101.86,37.0,-1.$,108,0.62,33.2,0,1737
101.88,37.0,-1.$,108,0.62,33.2,0,1737
101.90,37.0,-1.$,108,0.63,33.2,0,1737
101.92,37.0,-1.$,108,0.63,33.2,0,1737
101.94,37.0,-1.$,108,0.63,33.2,0,1737
101.96,37.0,-1.$,109,0.63,33.2,0,1737
101.98,37.0,-1.$,109,0.62,33.2,0,1737
102.00,37.0,-1.$,109,0.63,33.2,0,1737
102.02,37.0,-1.$,109,0.63,33.2,0,1737
102.04,37.0,-1.$,109,0.62,33.2,0,1737
102.06,37.0,-1.$,109,0.62,33.2,0,1737
102.08,37.0,-1.$,109,0.62,33.2,0,1737
102.10,37.0,-1.$,109,0.62,33.2,0,1737
102.12,37.0,-1.$,109,0.61,33.2,0,1737
102.14,37.0,-1.$,109,0.61,33.2,0,1737
102.16,37.0,-1.$,109,0.61,33.2,0,1737
102.18,37.0,-1.$,109,0.60,33.2,0,1737
102.20,37.0,-1.$,109,0.60,33.2,0,1737
102.22,37.0,-1.$,109,0.59,33.2,0,1737
102.24,37.0,-1.$,109,0.59,33.2,0,1737
102.26,37.0,-1.$,109,0.58,33.2,0,1737
102.28,37.0,-1.$,109,0.58,33.2,0,1737
102.30,37.0,-1.$,109,0.57,33.2,0,1737
102.32,37.0,-1.$,109,0.57,33.2,0,1737
102.34,37.0,-1.$,109,0.56,33.2,0,1737
102.36,37.0,-1.$,109,0.55,33.2,0,1737
102.38,37.0,-1.$,109,0.55,33.2,0,1737
102.40,37.0,-1.$,109,0.54,33.2,0,1737
102.42,37.0,-1.$,109,0.54,33.2,0,1737
102.44,37.0,-1.$,109,0.53,33.2,0,1737
102.46,37.0,-1.$,109,0.53,33.2,0,1737
102.48,37.0,-1.$,109,0.52,33.2,0,1737
102.50,37.0,-1.$,109,0.52,33.2,0,1737
102.52,37.0,-1.$,109,0.52,33.2,0,1737
102.54,37.0,-1.$,109,0.52,33.2,0,1737
102.56,37.0,-1.$,109,0.52,33.2,0,1737
102.58,37.0,-1.$,109,0.52,33.2,0,1737
102.60,37.0,-1.$,109,0.53,33.2,0,1737
102.62,37.0,-1.$,109,0.55,33.2,0,1737
102.64,37.0,-1.$,109,0.58,33.2,0,1737
102.66,37.0,-1.$,109,0.60,33.2,0,1737
102.68,37.0,-1.$,109,0.61,33.2,0,1737
102.70,37.0,-1.$,109,0.62,33.2,0,1737
102.72,37.0,-1.$,109,0.62,33.2,0,1737
102.74,37.0,-1.$,109,0.63,33.2,0,1737
102.76,37.0,-1.$,109,0.63,33.2,0,1737
102.78,37.0,-1.$,109,0.63,33.2,0,1737
102.80,37.0,-1.$,109,0.63,33.2,0,1737
102.82,37.0,-1.$,109,0.62,33.2,0,1737
102.84,37.0,-1.$,109,0.63,33.2,0,1737
102.86,37.0,-1.$,109,0.63,33.2,0,1737
102.88,37.0,-1.$,109,0.62,33.2,0,1737
102.90,37.0,-1.$,109,0.62,33.2,0,1737
102.92,37.0,-1.$,109,0.62,33.2,0,1737
102.94,37.0,-1.$,109,0.62,33.2,0,1737
102.96,37.0,-1.$,109,0.61,33.2,0,1737
102.98,37.0,-1.$,109,0.61,33.2,0,1737
103.00,37.0,-1.$,109,0.61,33.2,0,1737
103.02,37.0,-1.$,109,0.60,33.2,0,1737
103.04,37.0,-1.$,109,0.60,33.2,0,1737
103.06,37.0,-1.$,109,0.59,33.2,0,1737
103.08,37.0,-1.$,109,0.59,33.2,0,1737
103.10,37.0,-1.$,109,0.58,33.2,0,1737
103.12,37.0,-1.$,109,0.58,33.2,0,1737
103.14,37.0,-1.$,109,0.57,33.2,0,1737
103.16,37.0,-1.$,109,0.57,33.2,0,1737
103.18,37.0,-1.$,109,0.56,33.2,0,1737
103.20,37.0,-1.$,109,0.55,33.2,0,1737
103.22,37.0,-1.$,109,0.55,33.2,0,1737
103.24,37.0,-1.$,109,0.54,33.2,0,1737
103.26,37.0,-1.$,109,0.54,33.2,0,1737
103.28,37.0,-1.$,109,0.53,33.2,0,1737
103.30,37.0,-1.$,109,0.53,33.2,0,1737
103.32,37.0,-1.$,109,0.52,33.2,0,1737
103.34,37.0,-1.$,109,0.52,33.2,0,1737
103.36,37.0,-1.$,109,0.52,33.2,0,1737
103.38,37.0,-1.$,109,0.52,33.2,0,1737
103.40,37.0,-1.$,109,0.52,33.2,0,1737
103.42,37.0,-1.$,109,0.52,33.2,0,1737
103.44,37.0,-1.$,109,0.53,33.2,0,1737
103.46,37.0,-1.$,109,0.55,33.2,0,1737
103.48,37.0,-1.$,109,0.58,33.2,0,1737
103.50,37.0,-1.$,109,0.60,33.2,0,1737
103.52,37.0,-1.$,109,0.61,33.2,0,1737
103.54,37.0,-1.$,109,0.62,33.2,0,1737
103.56,37.0,-1.$,109,0.62,33.2,0,1737
103.58,37.0,-1.$,109,0.63,33.2,0,1737
103.60,37.0,-1.$,109,0.63,33.2,0,1737
103.62,37.0,-1.$,109,0.63,33.2,0,1737
103.64,37.0,-1.$,109,0.63,33.2,0,1737
103.66,37.0,-1.$,109,0.62,33.2,0,1737
103.68,37.0,-1.$,109,0.63,33.2,0,1737
103.70,37.0,-1.$,109,0.63,33.2,0,1737
103.72,37.0,-1.$,109,0.62,33.2,0,1737
103.74,37.0,-1.$,109,0.62,33.2,0,1737
103.76,37.0,-1.$,109,0.62,33.2,0,1737
103.78,37.0,-1.$,109,0.62,33.2,0,1737
103.80,37.0,-1.$,109,0.61,33.2,0,1737
103.82,37.0,-1.$,109,0.61,33.2,0,1737
103.84,37.0,-1.$,109,0.61,33.2,0,1737
103.86,37.0,-1.$,109,0.60,33.2,0,1737
103.88,37.0,-1.$,109,0.60,33.2,0,1737
103.90,37.0,-1.$,109,0.59,33.2,0,1737
103.92,37.0,-1.$,109,0.59,33.2,0,1737
103.94,37.0,-1.$,109,0.58,33.2,0,1737
103.96,37.0,-1.$,109,0.58,33.2,0,1737
103.98,37.0,-1.$,109,0.57,33.2,0,1737
104.00,37.0,-1.$,109,0.57,33.2,0,1737
104.02,37.0,-1.$,109,0.56,33.2,0,1737
104.04,37.0,-1.$,109,0.55,33.2,0,1737
104.06,37.0,-1.$,109,0.55,33.2,0,1737
104.08,37.0,-1.$,109,0.54,33.2,0,1737
104.10,37.0,-1.$,109,0.54,33.2,0,1737
104.12,37.0,-1.$,109,0.53,33.2,0,1737
104.14,37.0,-1.$,109,0.53,33.2,0,1737
104.16,37.0,-1.$,109,0.52,33.2,0,1737
104.18,37.0,-1.$,109,0.52,33.2,0,1737
104.20,37.0,-1.$,109,0.52,33.2,0,1737
104.22,37.0,-1.$,109,0.52,33.2,0,1737
104.24,37.0,-1.$,109,0.52,33.2,0,1737
