Time(s),CoreTemperature(degC),CreatinineProductionRate(umol/s),KetoneProductionRate(umol/min),LactateProductionRate(mol/day),SkinTemperature(degC),SweatRate(g/s),TotalMetabolicRate(kcal/day)
0.02,37.0,-1.$,100,0.52,33.1,0,1737
0.04,37.0,-1.$,100,0.52,33.1,0,1737
0.06,37.0,-1.$,100,0.52,33.1,0,1737
0.08,37.0,-1.$,100,0.52,33.1,0,1737
0.10,37.0,-1.$,100,0.52,33.1,0,1737
0.12,37.0,-1.$,100,0.53,33.1,0,1737
0.14,37.0,-1.$,100,0.55,33.1,0,1737
0.16,37.0,-1.$,100,0.58,33.1,0,1737
0.18,37.0,-1.$,100,0.60,33.1,0,1737
0.20,37.0,-1.$,100,0.61,33.1,0,1737
0.22,37.0,-1.$,100,0.62,33.1,0,1737
0.24,37.0,-1.$,100,0.62,33.1,0,1737
0.26,37.0,-1.$,100,0.63,33.1,0,1737
0.28,37.0,-1.$,100,0.63,33.1,0,1737
0.30,37.0,-1.$,100,0.63,33.1,0,1737
0.32,37.0,-1.$,100,0.63,33.1,0,1737
0.34,37.0,-1.$,100,0.63,33.1,0,1737
0.36,37.0,-1.$,100,0.63,33.1,0,1737
0.38,37.0,-1.$,100,0.63,33.1,0,1737
0.40,37.0,-1.$,100,0.63,33.1,0,1737
0.42,37.0,-1.$,100,0.62,33.1,0,1737
0.44,37.0,-1.$,100,0.62,33.1,0,1737
0.46,37.0,-1.$,100,0.62,33.1,0,1737
0.48,37.0,-1.$,100,0.61,33.1,0,1737
0.50,37.0,-1.$,100,0.61,33.1,0,1737
0.52,37.0,-1.$,100,0.61,33.1,0,1737
0.54,37.0,-1.$,100,0.60,33.1,0,1737
0.56,37.0,-1.$,100,0.60,33.1,0,1737
0.58,37.0,-1.$,100,0.59,33.1,0,1737
0.60,37.0,-1.$,100,0.59,33.1,0,1737
0.62,37.0,-1.$,100,0.58,33.1,0,1737
0.64,37.0,-1.$,100,0.58,33.1,0,1737
0.66,37.0,-1.$,100,0.57,33.1,0,1737
0.68,37.0,-1.$,100,0.57,33.1,0,1737
0.70,37.0,-1.$,100,0.56,33.1,0,1737
0.72,37.0,-1.$,100,0.55,33.1,0,1737
0.74,37.0,-1.$,100,0.55,33.1,0,1737
0.76,37.0,-1.$,100,0.54,33.1,0,1737
0.78,37.0,-1.$,100,0.54,33.1,0,1737
0.80,37.0,-1.$,100,0.53,33.1,0,1737
0.82,37.0,-1.$,100,0.53,33.1,0,1737
0.84,37.0,-1.$,100,0.52,33.1,0,1737
0.86,37.0,-1.$,100,0.52,33.1,0,1737
0.88,37.0,-1.$,100,0.52,33.1,0,1737
0.90,37.0,-1.$,100,0.52,33.1,0,1737
0.92,37.0,-1.$,100,0.52,33.1,0,1737
0.94,37.0,-1.$,100,0.52,33.1,0,1737
0.96,37.0,-1.$,100,0.53,33.1,0,1737
0.98,37.0,-1.$,100,0.55,33.1,0,1737
1.00,37.0,-1.$,100,0.58,33.1,0,1737
1.02,37.0,-1.$,100,0.60,33.1,0,1737
1.04,37.0,-1.$,100,0.61,33.1,0,1737
1.06,37.0,-1.$,100,0.62,33.1,0,1737
1.08,37.0,-1.$,100,0.62,33.1,0,1737
1.10,37.0,-1.$,100,0.63,33.1,0,1737
1.12,37.0,-1.$,100,0.63,33.1,0,1737
1.14,37.0,-1.$,100,0.63,33.1,0,1737
1.16,37.0,-1.$,100,0.63,33.1,0,1737
1.18,37.0,-1.$,100,0.63,33.1,0,1737
1.20,37.0,-1.$,100,0.63,33.1,0,1737
1.22,37.0,-1.$,100,0.63,33.1,0,1737
1.24,37.0,-1.$,100,0.63,33.1,0,1737
1.26,37.0,-1.$,100,0.62,33.1,0,1737
1.28,37.0,-1.$,100,0.62,33.1,0,1737
1.30,37.0,-1.$,100,0.62,33.1,0,1737
1.32,37.0,-1.$,100,0.61,33.1,0,1737
1.34,37.0,-1.$,100,0.61,33.1,0,1737
1.36,37.0,-1.$,100,0.61,33.1,0,1737
1.38,37.0,-1.$,100,0.60,33.1,0,1737
1.40,37.0,-1.$,100,0.60,33.1,0,1737
1.42,37.0,-1.$,100,0.59,33.1,0,1737
1.44,37.0,-1.$,100,0.59,33.1,0,1737
1.46,37.0,-1.$,100,0.58,33.1,0,1737
1.48,37.0,-1.$,100,0.58,33.1,0,1737
1.50,37.0,-1.$,100,0.57,33.1,0,1737
1.52,37.0,-1.$,100,0.57,33.1,0,1737
1.54,37.0,-1.$,100,0.56,33.1,0,1737
1.56,37.0,-1.$,100,0.55,33.1,0,1737
1.58,37.0,-1.$,100,0.55,33.1,0,1737
1.60,37.0,-1.$,100,0.54,33.1,0,1737
1.62,37.0,-1.$,100,0.54,33.1,0,1737
1.64,37.0,-1.$,100,0.53,33.1,0,1737
1.66,37.0,-1.$,100,0.53,33.1,0,1737
1.68,37.0,-1.$,100,0.52,33.1,0,1737
1.70,37.0,-1.$,100,0.52,33.1,0,1737
1.72,37.0,-1.$,100,0.52,33.1,0,1737
1.74,37.0,-1.$,100,0.52,33.1,0,1737
1.76,37.0,-1.$,100,0.52,33.1,0,1737
1.78,37.0,-1.$,100,0.52,33.1,0,1737
1.80,37.0,-1.$,100,0.53,33.1,0,1737
1.82,37.0,-1.$,100,0.55,33.1,0,1737
1.84,37.0,-1.$,100,0.58,33.1,0,1737
1.86,37.0,-1.$,100,0.60,33.1,0,1737
1.88,37.0,-1.$,100,0.61,33.1,0,1737
1.90,37.0,-1.$,100,0.62,33.1,0,1737
1.92,37.0,-1.$,100,0.62,33.1,0,1737
1.94,37.0,-1.$,100,0.63,33.1,0,1737
1.96,37.0,-1.$,100,0.63,33.1,0,1737
1.98,37.0,-1.$,100,0.63,33.1,0,1737
2.00,37.0,-1.$,100,0.63,33.1,0,1737
2.02,37.0,-1.$,100,0.63,33.1,0,1737
2.04,37.0,-1.$,100,0.63,33.1,0,1737
2.06,37.0,-1.$,100,0.63,33.1,0,1737
2.08,37.0,-1.$,100,0.63,33.1,0,1737
2.10,37.0,-1.$,100,0.62,33.1,0,1737
2.12,37.0,-1.$,100,0.62,33.1,0,1737
2.14,37.0,-1.$,100,0.62,33.1,0,1737
2.16,37.0,-1.$,100,0.61,33.1,0,1737
2.18,37.0,-1.$,100,0.61,33.1,0,1737
2.20,37.0,-1.$,100,0.61,33.1,0,1737
2.22,37.0,-1.$,100,0.60,33.1,0,1737
2.24,37.0,-1.$,100,0.60,33.1,0,1737
2.26,37.0,-1.$,100,0.59,33.1,0,1737
2.28,37.0,-1.$,100,0.59,33.1,0,1737
2.30,37.0,-1.$,100,0.58,33.1,0,1737
2.32,37.0,-1.$,100,0.58,33.1,0,1737
2.34,37.0,-1.$,100,0.57,33.1,0,1737
2.36,37.0,-1.$,100,0.57,33.1,0,1737
2.38,37.0,-1.$,100,0.56,33.1,0,1737
2.40,37.0,-1.$,100,0.55,33.1,0,1737
2.42,37.0,-1.$,100,0.55,33.1,0,1737
2.44,37.0,-1.$,100,0.54,33.1,0,1737
2.46,37.0,-1.$,100,0.54,33.1,0,1737
2.48,37.0,-1.$,100,0.53,33.1,0,1737
2.50,37.0,-1.$,100,0.53,33.1,0,1737
2.52,37.0,-1.$,100,0.52,33.1,0,1737
2.54,37.0,-1.$,100,0.52,33.1,0,1737
2.56,37.0,-1.$,100,0.52,33.1,0,1737
2.58,37.0,-1.$,100,0.52,33.1,0,1737
2.60,37.0,-1.$,100,0.52,33.1,0,1737
2.62,37.0,-1.$,100,0.52,33.1,0,1737
2.64,37.0,-1.$,100,0.53,33.1,0,1737
2.66,37.0,-1.$,100,0.55,33.1,0,1737
2.68,37.0,-1.$,100,0.58,33.1,0,1737
2.70,37.0,-1.$,100,0.60,33.1,0,1737
2.72,37.0,-1.$,100,0.61,33.1,0,1737
2.74,37.0,-1.$,100,0.62,33.1,0,1737
2.76,37.0,-1.$,100,0.62,33.1,0,1737
2.78,37.0,-1.$,100,0.63,33.1,0,1737
2.80,37.0,-1.$,100,0.63,33.1,0,1737
2.82,37.0,-1.$,100,0.63,33.1,0,1737
2.84,37.0,-1.$,100,0.63,33.1,0,1737
2.86,37.0,-1.$,100,0.63,33.1,0,1737
2.88,37.0,-1.$,100,0.63,33.1,0,1737
2.90,37.0,-1.$,100,0.63,33.1,0,1737
2.92,37.0,-1.$,100,0.63,33.1,0,1737
2.94,37.0,-1.$,100,0.62,33.1,0,1737
2.96,37.0,-1.$,100,0.62,33.1,0,1737
2.98,37.0,-1.$,100,0.62,33.1,0,1737
3.00,37.0,-1.$,100,0.61,33.1,0,1737
3.02,37.0,-1.$,100,0.61,33.1,0,1737
3.04,37.0,-1.$,100,0.61,33.1,0,1737
3.06,37.0,-1.$,100,0.60,33.1,0,1737
3.08,37.0,-1.$,100,0.60,33.1,0,1737
3.10,37.0,-1.$,100,0.59,33.1,0,1737
3.12,37.0,-1.$,100,0.59,33.1,0,1737
3.14,37.0,-1.$,100,0.58,33.1,0,1737
3.16,37.0,-1.$,100,0.58,33.1,0,1737
3.18,37.0,-1.$,100,0.57,33.1,0,1737
3.20,37.0,-1.$,100,0.57,33.1,0,1737
3.22,37.0,-1.$,100,0.56,33.1,0,1737
3.24,37.0,-1.$,100,0.55,33.1,0,1737
3.26,37.0,-1.$,100,0.55,33.1,0,1737
3.28,37.0,-1.$,100,0.54,33.1,0,1737
3.30,37.0,-1.$,100,0.54,33.1,0,1737
3.32,37.0,-1.$,100,0.53,33.1,0,1737
3.34,37.0,-1.$,100,0.53,33.1,0,1737
3.36,37.0,-1.$,100,0.52,33.1,0,1737
3.38,37.0,-1.$,100,0.52,33.1,0,1737
3.40,37.0,-1.$,100,0.52,33.1,0,1737
3.42,37.0,-1.$,100,0.52,33.1,0,1737
3.44,37.0,-1.$,100,0.52,33.1,0,1737
3.46,37.0,-1.$,100,0.52,33.1,0,1737
3.48,37.0,-1.$,100,0.53,33.1,0,1737
3.50,37.0,-1.$,100,0.55,33.1,0,1737
3.52,37.0,-1.$,100,0.58,33.1,0,1737
3.54,37.0,-1.$,100,0.60,33.1,0,1737
3.56,37.0,-1.$,100,0.61,33.1,0,1737
3.58,37.0,-1.$,100,0.62,33.1,0,1737
3.60,37.0,-1.$,100,0.62,33.1,0,1737
3.62,37.0,-1.$,100,0.63,33.1,0,1737
3.64,37.0,-1.$,100,0.63,33.1,0,1737
3.66,37.0,-1.$,100,0.63,33.1,0,1737
3.68,37.0,-1.$,100,0.63,33.1,0,1737
3.70,37.0,-1.$,100,0.63,33.1,0,1737
3.72,37.0,-1.$,100,0.63,33.1,0,1737
3.74,37.0,-1.$,100,0.63,33.1,0,1737
3.76,37.0,-1.$,100,0.63,33.1,0,1737
3.78,37.0,-1.$,100,0.62,33.1,0,1737
3.80,37.0,-1.$,100,0.62,33.1,0,1737
3.82,37.0,-1.$,100,0.62,33.1,0,1737
3.84,37.0,-1.$,100,0.61,33.1,0,1737
3.86,37.0,-1.$,100,0.61,33.1,0,1737
3.88,37.0,-1.$,100,0.61,33.1,0,1737
3.90,37.0,-1.$,100,0.60,33.1,0,1737
3.92,37.0,-1.$,100,0.60,33.1,0,1737
3.94,37.0,-1.$,100,0.59,33.1,0,1737
3.96,37.0,-1.$,100,0.59,33.1,0,1737
3.98,37.0,-1.$,100,0.58,33.1,0,1737
4.00,37.0,-1.$,100,0.58,33.1,0,1737
4.02,37.0,-1.$,100,0.57,33.1,0,1737
4.04,37.0,-1.$,100,0.57,33.1,0,1737
4.06,37.0,-1.$,100,0.56,33.1,0,1737
4.08,37.0,-1.$,100,0.55,33.1,0,1737
4.10,37.0,-1.$,100,0.55,33.1,0,1737
4.12,37.0,-1.$,100,0.54,33.1,0,1737
4.14,37.0,-1.$,100,0.54,33.1,0,1737
4.16,37.0,-1.$,100,0.53,33.1,0,1737
4.18,37.0,-1.$,100,0.53,33.1,0,1737
4.20,37.0,-1.$,100,0.52,33.1,0,1737
4.22,37.0,-1.$,100,0.52,33.1,0,1737
4.24,37.0,-1.$,100,0.52,33.1,0,1737
4.26,37.0,-1.$,100,0.52,33.1,0,1737
4.28,37.0,-1.$,100,0.52,33.1,0,1737
4.30,37.0,-1.$,100,0.52,33.1,0,1737
4.32,37.0,-1.$,100,0.53,33.1,0,1737
4.34,37.0,-1.$,100,0.55,33.1,0,1737
4.36,37.0,-1.$,100,0.58,33.1,0,1737
4.38,37.0,-1.$,100,0.60,33.1,0,1737
4.40,37.0,-1.$,100,0.61,33.1,0,1737
4.42,37.0,-1.$,100,0.62,33.1,0,1737
4.44,37.0,-1.$,100,0.62,33.1,0,1737
4.46,37.0,-1.$,100,0.63,33.1,0,1737
4.48,37.0,-1.$,100,0.63,33.1,0,1737
4.50,37.0,-1.$,100,0.63,33.1,0,1737
4.52,37.0,-1.$,100,0.63,33.1,0,1737
4.54,37.0,-1.$,100,0.63,33.1,0,1737
4.56,37.0,-1.$,100,0.63,33.1,0,1737
4.58,37.0,-1.$,100,0.63,33.1,0,1737
4.60,37.0,-1.$,100,0.63,33.1,0,1737
4.62,37.0,-1.$,100,0.62,33.1,0,1737
4.64,37.0,-1.$,100,0.62,33.1,0,1737
4.66,37.0,-1.$,100,0.62,33.1,0,1737
4.68,37.0,-1.$,100,0.61,33.1,0,1737
4.70,37.0,-1.$,100,0.61,33.1,0,1737
4.72,37.0,-1.$,100,0.61,33.1,0,1737
4.74,37.0,-1.$,100,0.60,33.1,0,1737
4.76,37.0,-1.$,100,0.60,33.1,0,1737
4.78,37.0,-1.$,100,0.59,33.1,0,1737
4.80,37.0,-1.$,100,0.59,33.1,0,1737
4.82,37.0,-1.$,100,0.58,33.1,0,1737
4.84,37.0,-1.$,100,0.58,33.1,0,1737
4.86,37.0,-1.$,100,0.57,33.1,0,1737
4.88,37.0,-1.$,100,0.57,33.1,0,1737
4.90,37.0,-1.$,100,0.56,33.1,0,1737
4.92,37.0,-1.$,100,0.55,33.1,0,1737
4.94,37.0,-1.$,100,0.55,33.1,0,1737
4.96,37.0,-1.$,100,0.54,33.1,0,1737
4.98,37.0,-1.$,100,0.54,33.1,0,1737
5.00,37.0,-1.$,100,0.53,33.1,0,1737
5.02,37.0,-1.$,100,0.53,33.1,0,1737
5.04,37.0,-1.$,100,0.52,33.1,0,1737
5.06,37.0,-1.$,100,0.52,33.1,0,1737
5.08,37.0,-1.$,100,0.52,33.1,0,1737
5.10,37.0,-1.$,100,0.52,33.1,0,1737
5.12,37.0,-1.$,100,0.52,33.1,0,1737
5.14,37.0,-1.$,100,0.52,33.1,0,1737
5.16,37.0,-1.$,100,0.53,33.1,0,1737
5.18,37.0,-1.$,100,0.55,33.1,0,1737
5.20,37.0,-1.$,100,0.58,33.1,0,1737
5.22,37.0,-1.$,100,0.60,33.1,0,1737
5.24,37.0,-1.$,100,0.61,33.1,0,1737
5.26,37.0,-1.$,100,0.62,33.1,0,1737
5.28,37.0,-1.$,100,0.62,33.1,0,1737
5.30,37.0,-1.$,100,0.63,33.1,0,1737
5.32,37.0,-1.$,100,0.63,33.1,0,1737
5.34,37.0,-1.$,100,0.63,33.1,0,1737
5.36,37.0,-1.$,100,0.63,33.1,0,1737
5.38,37.0,-1.$,100,0.63,33.1,0,1737
5.40,37.0,-1.$,100,0.63,33.1,0,1737
5.42,37.0,-1.$,100,0.63,33.1,0,1737
5.44,37.0,-1.$,100,0.63,33.1,0,1737
5.46,37.0,-1.$,100,0.62,33.1,0,1737
5.48,37.0,-1.$,100,0.62,33.1,0,1737
5.50,37.0,-1.$,100,0.62,33.1,0,1737
5.52,37.0,-1.$,100,0.61,33.1,0,1737
5.54,37.0,-1.$,100,0.61,33.1,0,1737
5.56,37.0,-1.$,100,0.61,33.1,0,1737
5.58,37.0,-1.$,100,0.60,33.1,0,1737
5.60,37.0,-1.$,100,0.60,33.1,0,1737
5.62,37.0,-1.$,100,0.59,33.1,0,1737
5.64,37.0,-1.$,100,0.59,33.1,0,1737
5.66,37.0,-1.$,100,0.58,33.1,0,1737
5.68,37.0,-1.$,100,0.58,33.1,0,1737
5.70,37.0,-1.$,100,0.57,33.1,0,1737
5.72,37.0,-1.$,100,0.57,33.1,0,1737
5.74,37.0,-1.$,100,0.56,33.1,0,1737
5.76,37.0,-1.$,100,0.55,33.1,0,1737
5.78,37.0,-1.$,100,0.55,33.1,0,1737
5.80,37.0,-1.$,100,0.54,33.1,0,1737
5.82,37.0,-1.$,100,0.54,33.1,0,1737
5.84,37.0,-1.$,100,0.53,33.1,0,1737
5.86,37.0,-1.$,100,0.53,33.1,0,1737
5.88,37.0,-1.$,100,0.52,33.1,0,1737
5.90,37.0,-1.$,100,0.52,33.1,0,1737
5.92,37.0,-1.$,100,0.52,33.1,0,1737
5.94,37.0,-1.$,100,0.52,33.1,0,1737
5.96,37.0,-1.$,100,0.52,33.1,0,1737
5.98,37.0,-1.$,100,0.52,33.1,0,1737
6.00,37.0,-1.$,100,0.53,33.1,0,1737
6.02,37.0,-1.$,100,0.55,33.1,0,1737
6.04,37.0,-1.$,100,0.58,33.1,0,1737
6.06,37.0,-1.$,100,0.60,33.1,0,1737
6.08,37.0,-1.$,100,0.61,33.1,0,1737
6.10,37.0,-1.$,100,0.62,33.1,0,1737
6.12,37.0,-1.$,100,0.62,33.1,0,1737
6.14,37.0,-1.$,100,0.63,33.1,0,1737
6.16,37.0,-1.$,100,0.63,33.1,0,1737
6.18,37.0,-1.$,100,0.63,33.1,0,1737
6.20,37.0,-1.$,100,0.63,33.1,0,1737
6.22,37.0,-1.$,100,0.63,33.1,0,1737
6.24,37.0,-1.$,100,0.63,33.1,0,1737
6.26,37.0,-1.$,100,0.63,33.1,0,1737
6.28,37.0,-1.$,100,0.63,33.1,0,1737
6.30,37.0,-1.$,100,0.62,33.1,0,1737
6.32,37.0,-1.$,100,0.62,33.1,0,1737
6.34,37.0,-1.$,100,0.62,33.1,0,1737
6.36,37.0,-1.$,100,0.61,33.1,0,1737
6.38,37.0,-1.$,100,0.61,33.1,0,1737
6.40,37.0,-1.$,100,0.61,33.1,0,1737
6.42,37.0,-1.$,100,0.60,33.1,0,1737
6.44,37.0,-1.$,100,0.60,33.1,0,1737
6.46,37.0,-1.$,100,0.59,33.1,0,1737
6.48,37.0,-1.$,100,0.59,33.1,0,1737
6.50,37.0,-1.$,100,0.58,33.1,0,1737
6.52,37.0,-1.$,100,0.58,33.1,0,1737
6.54,37.0,-1.$,100,0.57,33.1,0,1737
6.56,37.0,-1.$,100,0.57,33.1,0,1737
6.58,37.0,-1.$,100,0.56,33.1,0,1737
6.60,37.0,-1.$,100,0.55,33.1,0,1737
6.62,37.0,-1.$,100,0.55,33.1,0,1737
6.64,37.0,-1.$,100,0.54,33.1,0,1737
6.66,37.0,-1.$,100,0.54,33.1,0,1737
6.68,37.0,-1.$,100,0.53,33.1,0,1737
6.70,37.0,-1.$,100,0.53,33.1,0,1737
6.72,37.0,-1.$,100,0.52,33.1,0,1737
6.74,37.0,-1.$,100,0.52,33.1,0,1737
6.76,37.0,-1.$,100,0.52,33.1,0,1737
6.78,37.0,-1.$,100,0.52,33.1,0,1737
6.80,37.0,-1.$,100,0.52,33.1,0,1737
6.82,37.0,-1.$,100,0.52,33.1,0,1737
6.84,37.0,-1.$,100,0.53,33.1,0,1737
6.86,37.0,-1.$,100,0.55,33.1,0,1737
6.88,37.0,-1.$,100,0.58,33.1,0,1737
6.90,37.0,-1.$,100,0.60,33.1,0,1737
6.92,37.0,-1.$,100,0.61,33.1,0,1737
6.94,37.0,-1.$,100,0.62,33.1,0,1737
6.96,37.0,-1.$,100,0.62,33.1,0,1737
6.98,37.0,-1.$,100,0.63,33.1,0,1737
7.00,37.0,-1.$,100,0.63,33.1,0,1737
7.02,37.0,-1.$,100,0.63,33.1,0,1737
7.04,37.0,-1.$,100,0.63,33.1,0,1737
7.06,37.0,-1.$,100,0.63,33.1,0,1737
7.08,37.0,-1.$,100,0.63,33.1,0,1737
7.10,37.0,-1.$,100,0.63,33.1,0,1737
7.12,37.0,-1.$,100,0.63,33.1,0,1737
7.14,37.0,-1.$,100,0.62,33.1,0,1737
7.16,37.0,-1.$,100,0.62,33.1,0,1737
7.18,37.0,-1.$,100,0.62,33.1,0,1737
7.20,37.0,-1.$,100,0.61,33.1,0,1737
7.22,37.0,-1.$,100,0.61,33.1,0,1737
7.24,37.0,-1.$,100,0.61,33.1,0,1737
7.26,37.0,-1.$,100,0.60,33.1,0,1737
7.28,37.0,-1.$,100,0.60,33.1,0,1737
7.30,37.0,-1.$,100,0.59,33.1,0,1737
7.32,37.0,-1.$,100,0.59,33.1,0,1737
7.34,37.0,-1.$,100,0.58,33.1,0,1737
7.36,37.0,-1.$,100,0.58,33.1,0,1737
7.38,37.0,-1.$,100,0.57,33.1,0,1737
7.40,37.0,-1.$,100,0.57,33.1,0,1737
7.42,37.0,-1.$,100,0.56,33.1,0,1737
7.44,37.0,-1.$,100,0.55,33.1,0,1737
7.46,37.0,-1.$,100,0.55,33.1,0,1737
7.48,37.0,-1.$,100,0.54,33.1,0,1737
7.50,37.0,-1.$,100,0.54,33.1,0,1737
7.52,37.0,-1.$,100,0.53,33.1,0,1737
7.54,37.0,-1.$,100,0.53,33.1,0,1737
7.56,37.0,-1.$,100,0.52,33.1,0,1737
7.58,37.0,-1.$,100,0.52,33.1,0,1737
7.60,37.0,-1.$,100,0.52,33.1,0,1737
7.62,37.0,-1.$,100,0.52,33.1,0,1737
7.64,37.0,-1.$,100,0.52,33.1,0,1737
7.66,37.0,-1.$,100,0.52,33.1,0,1737
7.68,37.0,-1.$,100,0.53,33.1,0,1737
7.70,37.0,-1.$,100,0.55,33.1,0,1737
7.72,37.0,-1.$,100,0.58,33.1,0,1737
7.74,37.0,-1.$,100,0.60,33.1,0,1737
7.76,37.0,-1.$,100,0.61,33.1,0,1737
7.78,37.0,-1.$,100,0.62,33.1,0,1737
7.80,37.0,-1.$,100,0.62,33.1,0,1737
7.82,37.0,-1.$,100,0.63,33.1,0,1737
7.84,37.0,-1.$,100,0.63,33.1,0,1737
7.86,37.0,-1.$,100,0.63,33.1,0,1737
7.88,37.0,-1.$,100,0.63,33.1,0,1737
7.90,37.0,-1.$,100,0.63,33.1,0,1737
7.92,37.0,-1.$,100,0.63,33.1,0,1737
7.94,37.0,-1.$,100,0.63,33.1,0,1737
7.96,37.0,-1.$,100,0.63,33.1,0,1737
7.98,37.0,-1.$,100,0.62,33.1,0,1737
8.00,37.0,-1.$,100,0.62,33.1,0,1737
8.02,37.0,-1.$,100,0.62,33.1,0,1737
8.04,37.0,-1.$,100,0.61,33.1,0,1737
8.06,37.0,-1.$,100,0.61,33.1,0,1737
8.08,37.0,-1.$,100,0.61,33.1,0,1737
8.10,37.0,-1.$,100,0.60,33.1,0,1737
8.12,37.0,-1.$,100,0.60,33.1,0,1737
8.14,37.0,-1.$,100,0.59,33.1,0,1737
8.16,37.0,-1.$,100,0.59,33.1,0,1737
8.18,37.0,-1.$,100,0.58,33.1,0,1737
8.20,37.0,-1.$,100,0.58,33.1,0,1737
8.22,37.0,-1.$,100,0.57,33.1,0,1737
8.24,37.0,-1.$,100,0.57,33.1,0,1737
8.26,37.0,-1.$,100,0.56,33.1,0,1737
8.28,37.0,-1.$,100,0.55,33.1,0,1737
8.30,37.0,-1.$,100,0.55,33.1,0,1737
8.32,37.0,-1.$,100,0.54,33.1,0,1737
8.34,37.0,-1.$,100,0.54,33.1,0,1737
8.36,37.0,-1.$,100,0.53,33.1,0,1737
8.38,37.0,-1.$,100,0.53,33.1,0,1737
8.40,37.0,-1.$,100,0.52,33.1,0,1737
8.42,37.0,-1.$,100,0.52,33.1,0,1737
8.44,37.0,-1.$,100,0.52,33.1,0,1737
8.46,37.0,-1.$,100,0.52,33.1,0,1737
8.48,37.0,-1.$,100,0.52,33.1,0,1737
8.50,37.0,-1.$,100,0.52,33.1,0,1737
8.52,37.0,-1.$,100,0.53,33.1,0,1737
8.54,37.0,-1.$,100,0.55,33.1,0,1737
8.56,37.0,-1.$,100,0.58,33.1,0,1737
8.58,37.0,-1.$,101,0.60,33.1,0,1737
8.60,37.0,-1.$,101,0.61,33.1,0,1737
8.62,37.0,-1.$,101,0.62,33.1,0,1737
8.64,37.0,-1.$,101,0.62,33.1,0,1737
8.66,37.0,-1.$,101,0.63,33.1,0,1737
8.68,37.0,-1.$,101,0.63,33.1,0,1737
8.70,37.0,-1.$,101,0.63,33.1,0,1737
8.72,37.0,-1.$,101,0.63,33.1,0,1737
8.74,37.0,-1.$,101,0.63,33.1,0,1737
8.76,37.0,-1.$,101,0.63,33.1,0,1737
8.78,37.0,-1.$,101,0.63,33.1,0,1737
8.80,37.0,-1.$,101,0.63,33.1,0,1737
8.82,37.0,-1.$,101,0.62,33.1,0,1737
8.84,37.0,-1.$,101,0.62,33.1,0,1737
8.86,37.0,-1.$,101,0.62,33.1,0,1737
8.88,37.0,-1.$,101,0.61,33.1,0,1737
8.90,37.0,-1.$,101,0.61,33.1,0,1737
8.92,37.0,-1.$,101,0.61,33.1,0,1737
8.94,37.0,-1.$,101,0.60,33.1,0,1737
8.96,37.0,-1.$,101,0.60,33.1,0,1737
8.98,37.0,-1.$,101,0.59,33.1,0,1737
9.00,37.0,-1.$,101,0.59,33.1,0,1737
9.02,37.0,-1.$,101,0.58,33.1,0,1737
9.04,37.0,-1.$,101,0.58,33.1,0,1737
9.06,37.0,-1.$,101,0.57,33.1,0,1737
9.08,37.0,-1.$,101,0.57,33.1,0,1737
9.10,37.0,-1.$,101,0.56,33.1,0,1737
9.12,37.0,-1.$,101,0.55,33.1,0,1737
9.14,37.0,-1.$,101,0.55,33.1,0,1737
9.16,37.0,-1.$,101,0.54,33.1,0,1737
9.18,37.0,-1.$,101,0.54,33.1,0,1737
9.20,37.0,-1.$,101,0.53,33.1,0,1737
9.22,37.0,-1.$,101,0.53,33.1,0,1737
9.24,37.0,-1.$,101,0.52,33.1,0,1737
9.26,37.0,-1.$,101,0.52,33.1,0,1737
9.28,37.0,-1.$,101,0.52,33.1,0,1737
9.30,37.0,-1.$,101,0.52,33.1,0,1737
9.32,37.0,-1.$,101,0.52,33.1,0,1737
9.34,37.0,-1.$,101,0.52,33.1,0,1737
9.36,37.0,-1.$,101,0.53,33.1,0,1737
9.38,37.0,-1.$,101,0.55,33.1,0,1737
9.40,37.0,-1.$,101,0.58,33.1,0,1737
9.42,37.0,-1.$,101,0.60,33.1,0,1737
9.44,37.0,-1.$,101,0.61,33.1,0,1737
9.46,37.0,-1.$,101,0.62,33.1,0,1737
9.48,37.0,-1.$,101,0.62,33.1,0,1737
9.50,37.0,-1.$,101,0.63,33.1,0,1737
9.52,37.0,-1.$,101,0.63,33.1,0,1737
9.54,37.0,-1.$,101,0.63,33.1,0,1737
9.56,37.0,-1.$,101,0.63,33.1,0,1737
9.58,37.0,-1.$,101,0.63,33.1,0,1737
9.60,37.0,-1.$,101,0.63,33.1,0,1737
9.62,37.0,-1.$,101,0.63,33.1,0,1737
9.64,37.0,-1.$,101,0.63,33.1,0,1737
9.66,37.0,-1.$,101,0.62,33.1,0,1737
9.68,37.0,-1.$,101,0.62,33.1,0,1737
9.70,37.0,-1.$,101,0.62,33.1,0,1737
9.72,37.0,-1.$,101,0.61,33.1,0,1737
9.74,37.0,-1.$,101,0.61,33.1,0,1737
9.76,37.0,-1.$,101,0.61,33.1,0,1737
9.78,37.0,-1.$,101,0.60,33.1,0,1737
9.80,37.0,-1.$,101,0.60,33.1,0,1737
9.82,37.0,-1.$,101,0.59,33.1,0,1737
9.84,37.0,-1.$,101,0.59,33.1,0,1737
9.86,37.0,-1.$,101,0.58,33.1,0,1737
9.88,37.0,-1.$,101,0.58,33.1,0,1737
9.90,37.0,-1.$,101,0.57,33.1,0,1737
9.92,37.0,-1.$,101,0.57,33.1,0,1737
