Time(s),BloodDensity(kg/m^3),BloodPH,BloodSpecificHeat(J/K_kg),BloodUreaNitrogenConcentration(mg/dL),CarbonDioxideSaturation,CarbonMonoxideSaturation,Hematocrit,HemoglobinContent(g),OxygenSaturation,PlasmaVolume(mL),Phosphate(mmol/L),PulseOximetry,RedBloodCellCount(ct/uL),ShuntFraction,StrongIonDifference(mmol/L),TotalProteinConcentration(g/dL),VolumeFractionNeutralLipidInPlasma,VolumeFractionNeutralPhospholipidInPlasma,WhiteBloodCellCount(ct/uL),ArterialCarbonDioxidePressure(mmHg),ArterialOxygenPressure(mmHg),PulmonaryArterialCarbonDioxidePressure(mmHg),PulmonaryArterialOxygenPressure(mmHg),PulmonaryVenousCarbonDioxidePressure(mmHg),PulmonaryVenousOxygenPressure(mmHg),VenousCarbonDioxidePressure(mmHg),VenousOxygenPressure(mmHg),Albumin-BloodConcentration(g/dL),Bicarbonate-BloodConcentration(g/dL),Calcium-BloodConcentration(mg/L),Chloride-BloodConcentration(g/L),Creatinine-BloodConcentration(mg/L),Epinephrine-BloodConcentration(ug/L),Globulin-BloodConcentration(g/dL),Glucagon-BloodConcentration(mg/dL),Glucose-BloodConcentration(mg/dL),Hemoglobin-BloodConcentration(g/dL),Insulin-BloodConcentration(ug/L),Ketones-BloodConcentration(mg/L),Lactate-BloodConcentration(mg/L),Potassium-BloodConcentration(mg/L),Sodium-BloodConcentration(g/dL),Triacylglycerol-BloodConcentration(mg/dL),Urea-BloodConcentration(mg/dL)
83.68,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276082,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.587,130.853,177.07,0.334,74,26.30
83.70,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276121,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0323,2.7,0.000,86.5,15.30,0.678,11.587,130.853,177.07,0.334,74,26.30
83.72,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276154,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0323,2.7,0.000,86.5,15.30,0.678,11.587,130.853,177.07,0.334,74,26.30
83.74,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276183,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0323,2.7,0.000,86.5,15.30,0.678,11.588,130.853,177.07,0.334,74,26.30
83.76,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276206,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0323,2.7,0.000,86.5,15.30,0.678,11.588,130.852,177.07,0.334,74,26.30
83.78,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276224,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0323,2.7,0.000,86.5,15.30,0.678,11.588,130.852,177.07,0.334,74,26.30
83.80,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276236,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0323,2.7,0.000,86.5,15.30,0.678,11.588,130.852,177.07,0.334,74,26.30
83.82,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276242,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0323,2.7,0.000,86.5,15.30,0.678,11.588,130.852,177.07,0.334,74,26.30
83.84,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276242,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0323,2.7,0.000,86.5,15.30,0.678,11.588,130.852,177.07,0.334,74,26.30
83.86,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276237,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.588,130.851,177.07,0.334,74,26.30
83.88,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276225,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.588,130.851,177.07,0.334,74,26.30
83.90,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276206,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.589,130.851,177.07,0.334,74,26.30
83.92,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276182,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.589,130.851,177.07,0.334,74,26.30
83.94,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276151,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.589,130.851,177.07,0.334,74,26.30
83.96,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276113,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.589,130.851,177.07,0.334,74,26.30
83.98,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276069,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.589,130.851,177.07,0.334,74,26.30
84.00,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5276018,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.589,130.851,177.07,0.334,74,26.30
84.02,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275961,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.589,130.851,177.07,0.334,74,26.30
84.04,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275897,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.589,130.851,177.07,0.334,74,26.30
84.06,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275827,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.589,130.851,177.07,0.334,74,26.30
84.08,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275749,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.590,130.851,177.07,0.334,74,26.30
84.10,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275666,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.590,130.850,177.07,0.334,74,26.30
84.12,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275586,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.590,130.850,177.07,0.334,74,26.30
84.14,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275517,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.590,130.850,177.07,0.334,74,26.30
84.16,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275463,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.590,130.850,177.07,0.334,74,26.30
84.18,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275427,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.590,130.850,177.07,0.334,74,26.30
84.20,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275407,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.590,130.850,177.07,0.334,74,26.30
84.22,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275403,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.591,130.850,177.07,0.334,74,26.30
84.24,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275412,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.591,130.850,177.07,0.334,74,26.30
84.26,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275433,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.591,130.849,177.07,0.334,74,26.30
84.28,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275464,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.591,130.849,177.07,0.334,74,26.30
84.30,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275503,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.591,130.849,177.07,0.334,74,26.30
84.32,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275549,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.591,130.849,177.07,0.334,74,26.30
84.34,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275600,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.591,130.848,177.07,0.334,74,26.30
84.36,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275656,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.591,130.848,177.07,0.334,74,26.30
84.38,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275716,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.592,130.848,177.07,0.334,74,26.30
84.40,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275776,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.592,130.847,177.07,0.334,74,26.30
84.42,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275836,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.592,130.847,177.07,0.334,74,26.30
84.44,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275893,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.592,130.847,177.07,0.334,74,26.30
84.46,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275947,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.592,130.846,177.07,0.334,74,26.30
84.48,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275997,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.592,130.846,177.07,0.334,74,26.30
84.50,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276044,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.592,130.846,177.07,0.334,74,26.30
84.52,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276087,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0323,2.7,0.000,86.5,15.30,0.677,11.592,130.846,177.07,0.334,74,26.30
84.54,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276125,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0323,2.7,0.000,86.5,15.30,0.677,11.592,130.845,177.07,0.334,74,26.30
84.56,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276159,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0323,2.7,0.000,86.5,15.30,0.677,11.593,130.845,177.07,0.334,74,26.30
84.58,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276187,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0323,2.7,0.000,86.5,15.30,0.677,11.593,130.845,177.07,0.334,74,26.30
84.60,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276211,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0323,2.7,0.000,86.5,15.30,0.677,11.593,130.845,177.07,0.334,74,26.30
84.62,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276229,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0323,2.7,0.000,86.5,15.30,0.677,11.593,130.845,177.07,0.334,74,26.30
84.64,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276241,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0323,2.7,0.000,86.5,15.30,0.677,11.593,130.844,177.07,0.334,74,26.30
84.66,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276247,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0323,2.7,0.000,86.5,15.30,0.677,11.593,130.844,177.07,0.334,74,26.30
84.68,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276247,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0323,2.7,0.000,86.5,15.30,0.677,11.593,130.844,177.07,0.334,74,26.30
84.70,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276241,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.593,130.844,177.07,0.334,74,26.30
84.72,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276229,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.593,130.844,177.07,0.334,74,26.30
84.74,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276211,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.594,130.844,177.07,0.334,74,26.30
84.76,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276186,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.594,130.844,177.07,0.334,74,26.30
84.78,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276155,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.594,130.843,177.07,0.334,74,26.30
84.80,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276118,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.594,130.843,177.07,0.334,74,26.30
84.82,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276074,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.594,130.843,177.07,0.334,74,26.30
84.84,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5276023,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.594,130.843,177.07,0.334,74,26.30
84.86,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275966,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.594,130.843,177.07,0.334,74,26.30
84.88,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275902,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.594,130.843,177.07,0.334,74,26.30
84.90,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275831,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.595,130.843,177.07,0.334,74,26.30
84.92,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275754,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.595,130.843,177.07,0.334,74,26.30
84.94,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275670,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.595,130.843,177.07,0.334,74,26.30
84.96,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275590,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.595,130.843,177.07,0.334,74,26.30
84.98,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275521,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.595,130.843,177.07,0.334,74,26.30
85.00,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275468,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.595,130.843,177.07,0.334,74,26.30
85.02,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275432,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.595,130.843,177.07,0.334,74,26.30
85.04,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275412,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.596,130.843,177.07,0.334,74,26.30
85.06,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275408,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.596,130.842,177.07,0.334,74,26.30
85.08,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275417,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.596,130.842,177.07,0.334,74,26.30
85.10,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275438,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.596,130.842,177.07,0.334,74,26.30
85.12,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275469,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.596,130.842,177.07,0.334,74,26.30
85.14,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275508,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.596,130.841,177.07,0.334,74,26.30
85.16,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275554,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.596,130.841,177.07,0.334,74,26.30
85.18,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275605,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.596,130.841,177.07,0.334,74,26.30
85.20,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275661,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.597,130.840,177.07,0.334,74,26.30
85.22,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275720,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.597,130.840,177.07,0.334,74,26.30
85.24,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275781,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.597,130.840,177.07,0.334,74,26.30
85.26,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275841,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.597,130.840,177.07,0.334,74,26.30
85.28,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275898,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.597,130.839,177.07,0.334,74,26.30
85.30,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275951,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.597,130.839,177.07,0.334,74,26.30
85.32,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5276002,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.677,11.597,130.839,177.07,0.334,74,26.30
